-----------------------------------------------------------
Server listening on 5002
-----------------------------------------------------------
Accepted connection from 10.0.1.1, port 53032
[  6] local 10.0.1.7 port 5002 connected to 10.0.1.1 port 10002
[ ID] Interval           Transfer     Bitrate         Jitter    Lost/Total Datagrams
[  6]   0.00-1.00   sec  1.21 MBytes  10.2 Mbits/sec  0.230 ms  1558/2435 (64%)  
[  6]   1.00-2.00   sec  1.29 MBytes  10.8 Mbits/sec  0.235 ms  1683/2615 (64%)  
[  6]   2.00-3.00   sec  1.27 MBytes  10.7 Mbits/sec  0.212 ms  1669/2592 (64%)  
[  6]   3.00-4.00   sec  1.27 MBytes  10.7 Mbits/sec  0.203 ms  1665/2587 (64%)  
[  6]   4.00-5.00   sec  1.27 MBytes  10.7 Mbits/sec  0.186 ms  1667/2590 (64%)  
[  6]   5.00-6.00   sec  1.27 MBytes  10.7 Mbits/sec  0.240 ms  1666/2589 (64%)  
[  6]   6.00-7.00   sec  1.27 MBytes  10.7 Mbits/sec  0.149 ms  1667/2590 (64%)  
[  6]   7.00-8.00   sec  1.27 MBytes  10.7 Mbits/sec  0.142 ms  1668/2591 (64%)  
[  6]   8.00-9.00   sec  1.27 MBytes  10.7 Mbits/sec  0.220 ms  1668/2591 (64%)  
[  6]   9.00-10.00  sec  1.27 MBytes  10.7 Mbits/sec  0.197 ms  1666/2588 (64%)  
[  6]  10.00-11.00  sec  1.27 MBytes  10.7 Mbits/sec  0.198 ms  1666/2589 (64%)  
[  6]  11.00-12.00  sec  1.27 MBytes  10.7 Mbits/sec  0.154 ms  1667/2590 (64%)  
[  6]  12.00-13.00  sec  1.27 MBytes  10.7 Mbits/sec  0.157 ms  1667/2590 (64%)  
[  6]  13.00-14.00  sec  1.27 MBytes  10.7 Mbits/sec  0.157 ms  1668/2591 (64%)  
[  6]  14.00-15.00  sec  1.27 MBytes  10.7 Mbits/sec  0.177 ms  1668/2591 (64%)  
[  6]  15.00-16.00  sec  1.27 MBytes  10.7 Mbits/sec  0.181 ms  1665/2587 (64%)  
[  6]  16.00-17.00  sec  1.27 MBytes  10.7 Mbits/sec  0.177 ms  1667/2590 (64%)  
[  6]  17.00-18.00  sec  1.27 MBytes  10.7 Mbits/sec  0.158 ms  1667/2590 (64%)  
[  6]  18.00-19.00  sec  1.27 MBytes  10.7 Mbits/sec  0.171 ms  1666/2589 (64%)  
[  6]  19.00-20.00  sec  1.27 MBytes  10.7 Mbits/sec  0.138 ms  1668/2591 (64%)  
[  6]  20.00-21.00  sec  1.27 MBytes  10.7 Mbits/sec  0.197 ms  1669/2592 (64%)  
[  6]  21.00-22.00  sec  1.27 MBytes  10.7 Mbits/sec  0.186 ms  1665/2587 (64%)  
[  6]  22.00-23.00  sec  1.27 MBytes  10.7 Mbits/sec  0.217 ms  1667/2590 (64%)  
[  6]  23.00-24.00  sec  1.27 MBytes  10.7 Mbits/sec  0.144 ms  1667/2590 (64%)  
[  6]  24.00-25.00  sec  1.27 MBytes  10.7 Mbits/sec  0.178 ms  1666/2589 (64%)  
[  6]  25.00-26.00  sec  1.27 MBytes  10.7 Mbits/sec  0.151 ms  1668/2591 (64%)  
[  6]  26.00-27.00  sec  1.27 MBytes  10.7 Mbits/sec  0.211 ms  1668/2591 (64%)  
[  6]  27.00-28.00  sec  1.27 MBytes  10.7 Mbits/sec  0.178 ms  1665/2587 (64%)  
[  6]  28.00-29.00  sec  1.27 MBytes  10.7 Mbits/sec  0.164 ms  1667/2590 (64%)  
[  6]  29.00-30.00  sec  1.27 MBytes  10.7 Mbits/sec  0.155 ms  1667/2590 (64%)  
[  6]  30.00-31.00  sec  1.27 MBytes  10.7 Mbits/sec  0.138 ms  1667/2590 (64%)  
[  6]  31.00-32.00  sec  1.27 MBytes  10.7 Mbits/sec  0.140 ms  1668/2591 (64%)  
[  6]  32.00-33.00  sec  1.27 MBytes  10.7 Mbits/sec  0.192 ms  1667/2589 (64%)  
[  6]  33.00-34.00  sec  1.27 MBytes  10.7 Mbits/sec  0.189 ms  1666/2589 (64%)  
[  6]  34.00-35.00  sec  1.27 MBytes  10.7 Mbits/sec  0.181 ms  1667/2590 (64%)  
[  6]  35.00-36.00  sec  1.27 MBytes  10.7 Mbits/sec  0.211 ms  1665/2587 (64%)  
[  6]  36.00-37.00  sec  1.28 MBytes  10.7 Mbits/sec  0.154 ms  1669/2593 (64%)  
[  6]  37.00-38.00  sec  1.27 MBytes  10.7 Mbits/sec  0.138 ms  1667/2590 (64%)  
[  6]  38.00-39.00  sec  1.27 MBytes  10.7 Mbits/sec  0.249 ms  1667/2589 (64%)  
[  6]  39.00-40.00  sec  1.27 MBytes  10.7 Mbits/sec  0.227 ms  1667/2590 (64%)  
[  6]  40.00-41.00  sec  1.27 MBytes  10.7 Mbits/sec  0.168 ms  1667/2590 (64%)  
[  6]  41.00-42.00  sec  1.27 MBytes  10.7 Mbits/sec  0.154 ms  1667/2590 (64%)  
[  6]  42.00-43.00  sec  1.27 MBytes  10.7 Mbits/sec  0.158 ms  1666/2589 (64%)  
[  6]  43.00-44.00  sec  1.27 MBytes  10.7 Mbits/sec  0.235 ms  1667/2589 (64%)  
[  6]  44.00-45.00  sec  1.27 MBytes  10.7 Mbits/sec  0.181 ms  1668/2591 (64%)  
[  6]  45.00-46.00  sec  1.27 MBytes  10.7 Mbits/sec  0.189 ms  1667/2590 (64%)  
[  6]  46.00-47.00  sec  1.27 MBytes  10.7 Mbits/sec  0.171 ms  1666/2589 (64%)  
[  6]  47.00-48.00  sec  1.27 MBytes  10.7 Mbits/sec  0.208 ms  1667/2590 (64%)  
[  6]  48.00-49.00  sec  1.27 MBytes  10.7 Mbits/sec  0.240 ms  1665/2587 (64%)  
[  6]  49.00-50.00  sec  1.27 MBytes  10.7 Mbits/sec  0.140 ms  1668/2591 (64%)  
[  6]  50.00-51.00  sec  1.27 MBytes  10.7 Mbits/sec  0.187 ms  1669/2592 (64%)  
[  6]  51.00-52.00  sec  1.27 MBytes  10.7 Mbits/sec  0.163 ms  1666/2589 (64%)  
[  6]  52.00-53.00  sec  1.27 MBytes  10.7 Mbits/sec  0.208 ms  1667/2590 (64%)  
[  6]  53.00-54.00  sec  1.27 MBytes  10.7 Mbits/sec  0.162 ms  1667/2590 (64%)  
[  6]  54.00-55.00  sec  1.27 MBytes  10.7 Mbits/sec  0.140 ms  1668/2591 (64%)  
[  6]  55.00-56.00  sec  1.27 MBytes  10.7 Mbits/sec  0.176 ms  1665/2587 (64%)  
[  6]  56.00-57.00  sec  1.27 MBytes  10.7 Mbits/sec  0.239 ms  1668/2591 (64%)  
[  6]  57.00-58.00  sec  1.27 MBytes  10.7 Mbits/sec  0.168 ms  1667/2590 (64%)  
[  6]  58.00-59.00  sec  1.27 MBytes  10.7 Mbits/sec  0.151 ms  1667/2590 (64%)  
[  6]  59.00-60.00  sec  1.27 MBytes  10.7 Mbits/sec  0.166 ms  1666/2589 (64%)  
[  6]  60.00-61.00  sec  1.27 MBytes  10.7 Mbits/sec  0.175 ms  1668/2591 (64%)  
[  6]  61.00-62.00  sec  1.26 MBytes  10.6 Mbits/sec  0.159 ms  1655/2571 (64%)  
[  6]  62.00-63.00  sec  1.28 MBytes  10.8 Mbits/sec  0.176 ms  1679/2608 (64%)  
[  6]  63.00-64.00  sec  1.27 MBytes  10.7 Mbits/sec  0.202 ms  1667/2590 (64%)  
[  6]  64.00-65.00  sec  1.27 MBytes  10.7 Mbits/sec  0.197 ms  1666/2589 (64%)  
[  6]  65.00-66.00  sec  1.27 MBytes  10.7 Mbits/sec  0.178 ms  1666/2588 (64%)  
[  6]  66.00-67.00  sec  1.27 MBytes  10.7 Mbits/sec  0.149 ms  1667/2590 (64%)  
[  6]  67.00-68.00  sec  1.27 MBytes  10.7 Mbits/sec  0.142 ms  1667/2590 (64%)  
[  6]  68.00-69.00  sec  1.27 MBytes  10.7 Mbits/sec  0.223 ms  1669/2592 (64%)  
