-----------------------------------------------------------
Server listening on 5002
-----------------------------------------------------------
Accepted connection from 10.0.1.1, port 34080
[  6] local 10.0.1.7 port 5002 connected to 10.0.1.1 port 10002
[ ID] Interval           Transfer     Bitrate         Jitter    Lost/Total Datagrams
[  6]   0.00-1.00   sec  10.3 MBytes  86.1 Mbits/sec  0.036 ms  0/7437 (0%)  
[  6]   1.00-2.00   sec  10.7 MBytes  90.0 Mbits/sec  0.033 ms  0/7770 (0%)  
[  6]   2.00-3.00   sec  10.7 MBytes  89.9 Mbits/sec  0.167 ms  0/7761 (0%)  
[  6]   3.00-4.00   sec  10.7 MBytes  90.1 Mbits/sec  0.087 ms  0/7778 (0%)  
[  6]   4.00-5.00   sec  10.7 MBytes  90.0 Mbits/sec  0.050 ms  0/7768 (0%)  
[  6]   5.00-6.00   sec  10.7 MBytes  90.0 Mbits/sec  0.091 ms  0/7771 (0%)  
[  6]   6.00-7.00   sec  10.7 MBytes  90.0 Mbits/sec  0.045 ms  0/7768 (0%)  
[  6]   7.00-8.00   sec  10.7 MBytes  90.0 Mbits/sec  0.099 ms  0/7769 (0%)  
[  6]   8.00-9.00   sec  10.7 MBytes  90.0 Mbits/sec  0.052 ms  0/7770 (0%)  
[  6]   9.00-10.00  sec  10.7 MBytes  90.0 Mbits/sec  0.073 ms  0/7769 (0%)  
[  6]  10.00-11.00  sec  10.7 MBytes  90.0 Mbits/sec  0.099 ms  0/7769 (0%)  
[  6]  11.00-12.00  sec  10.7 MBytes  90.0 Mbits/sec  0.061 ms  0/7770 (0%)  
[  6]  12.00-13.00  sec  10.7 MBytes  89.9 Mbits/sec  0.169 ms  0/7764 (0%)  
[  6]  13.00-14.00  sec  10.7 MBytes  90.0 Mbits/sec  0.166 ms  0/7767 (0%)  
[  6]  14.00-15.00  sec  10.7 MBytes  90.0 Mbits/sec  0.157 ms  0/7773 (0%)  
[  6]  15.00-16.00  sec  10.7 MBytes  90.0 Mbits/sec  0.078 ms  0/7767 (0%)  
[  6]  16.00-17.00  sec  10.7 MBytes  90.1 Mbits/sec  0.072 ms  0/7777 (0%)  
[  6]  17.00-18.00  sec  10.7 MBytes  90.0 Mbits/sec  0.070 ms  0/7768 (0%)  
[  6]  18.00-19.00  sec  10.7 MBytes  90.0 Mbits/sec  0.087 ms  0/7768 (0%)  
[  6]  19.00-20.00  sec  10.7 MBytes  89.9 Mbits/sec  0.062 ms  0/7764 (0%)  
[  6]  20.00-21.00  sec  10.7 MBytes  90.1 Mbits/sec  0.109 ms  0/7776 (0%)  
[  6]  21.00-22.00  sec  10.7 MBytes  90.0 Mbits/sec  0.039 ms  0/7769 (0%)  
[  6]  22.00-23.00  sec  10.7 MBytes  89.9 Mbits/sec  0.111 ms  0/7763 (0%)  
[  6]  23.00-24.00  sec  10.7 MBytes  90.1 Mbits/sec  0.053 ms  0/7776 (0%)  
[  6]  24.00-25.00  sec  10.7 MBytes  89.9 Mbits/sec  0.127 ms  0/7764 (0%)  
[  6]  25.00-26.00  sec  10.7 MBytes  90.1 Mbits/sec  0.057 ms  0/7774 (0%)  
[  6]  26.00-27.00  sec  10.7 MBytes  89.9 Mbits/sec  0.090 ms  0/7761 (0%)  
[  6]  27.00-28.00  sec  10.7 MBytes  90.0 Mbits/sec  0.061 ms  0/7773 (0%)  
[  6]  28.00-29.00  sec  10.7 MBytes  90.1 Mbits/sec  0.067 ms  0/7774 (0%)  
[  6]  29.00-30.00  sec  10.7 MBytes  90.0 Mbits/sec  0.143 ms  0/7765 (0%)  
[  6]  30.00-31.00  sec  10.7 MBytes  90.0 Mbits/sec  0.035 ms  0/7773 (0%)  
[  6]  31.00-32.00  sec  10.7 MBytes  90.0 Mbits/sec  0.067 ms  0/7770 (0%)  
[  6]  32.00-33.00  sec  10.7 MBytes  90.0 Mbits/sec  0.077 ms  0/7769 (0%)  
[  6]  33.00-34.00  sec  10.7 MBytes  89.9 Mbits/sec  0.053 ms  0/7763 (0%)  
[  6]  34.00-35.00  sec  10.7 MBytes  90.1 Mbits/sec  0.067 ms  0/7776 (0%)  
[  6]  35.00-36.00  sec  10.7 MBytes  89.8 Mbits/sec  0.122 ms  0/7754 (0%)  
[  6]  36.00-37.00  sec  10.7 MBytes  90.1 Mbits/sec  0.118 ms  0/7777 (0%)  
[  6]  37.00-38.00  sec  10.7 MBytes  90.1 Mbits/sec  0.071 ms  0/7777 (0%)  
[  6]  38.00-39.00  sec  10.7 MBytes  90.0 Mbits/sec  0.083 ms  0/7767 (0%)  
[  6]  39.00-40.00  sec  10.7 MBytes  90.0 Mbits/sec  0.110 ms  0/7771 (0%)  
[  6]  40.00-41.00  sec  10.7 MBytes  90.0 Mbits/sec  0.064 ms  0/7770 (0%)  
[  6]  41.00-42.00  sec  10.7 MBytes  90.0 Mbits/sec  0.118 ms  0/7766 (0%)  
[  6]  42.00-43.00  sec  10.7 MBytes  90.0 Mbits/sec  0.058 ms  0/7771 (0%)  
[  6]  43.00-44.00  sec  10.7 MBytes  89.9 Mbits/sec  0.149 ms  0/7763 (0%)  
[  6]  44.00-45.00  sec  10.7 MBytes  90.0 Mbits/sec  0.105 ms  0/7773 (0%)  
[  6]  45.00-46.00  sec  10.7 MBytes  90.0 Mbits/sec  0.068 ms  0/7768 (0%)  
[  6]  46.00-47.00  sec  10.7 MBytes  90.0 Mbits/sec  0.087 ms  0/7773 (0%)  
[  6]  47.00-48.00  sec  10.7 MBytes  89.9 Mbits/sec  0.064 ms  0/7765 (0%)  
[  6]  48.00-49.00  sec  10.7 MBytes  90.0 Mbits/sec  0.075 ms  0/7770 (0%)  
[  6]  49.00-50.00  sec  10.7 MBytes  89.9 Mbits/sec  0.105 ms  0/7760 (0%)  
[  6]  50.00-51.00  sec  10.7 MBytes  90.1 Mbits/sec  0.106 ms  0/7778 (0%)  
[  6]  51.00-52.00  sec  10.7 MBytes  90.0 Mbits/sec  0.035 ms  0/7771 (0%)  
[  6]  52.00-53.00  sec  10.7 MBytes  90.0 Mbits/sec  0.062 ms  0/7772 (0%)  
[  6]  53.00-54.00  sec  10.7 MBytes  90.0 Mbits/sec  0.068 ms  0/7765 (0%)  
[  6]  54.00-55.00  sec  10.7 MBytes  90.0 Mbits/sec  0.202 ms  0/7769 (0%)  
[  6]  55.00-56.00  sec  10.7 MBytes  90.0 Mbits/sec  0.134 ms  0/7768 (0%)  
[  6]  56.00-57.00  sec  10.7 MBytes  90.0 Mbits/sec  0.106 ms  0/7771 (0%)  
[  6]  57.00-58.00  sec  10.7 MBytes  90.0 Mbits/sec  0.132 ms  0/7769 (0%)  
[  6]  58.00-59.00  sec  10.7 MBytes  90.0 Mbits/sec  0.068 ms  0/7772 (0%)  
