1622307439652029485,0x0000000000000a6a,0x0000000000000000
1622307439653030240,0x0000000000000a6b,0x0000000000000000
1622307439654029996,0x0000000000000a6c,0x0000000000000000
1622307439655030580,0x0000000000000a6d,0x0000000000000000
1622307439656031020,0x0000000000000a6e,0x0000000000000000
1622307439657029480,0x0000000000000a6f,0x0000000000000000
1622307439658029821,0x0000000000000a70,0x0000000000000000
1622307439660031358,0x0000000000000a71,0x0000000000000000
1622307439661030970,0x0000000000000a72,0x0000000000000000
1622307439662029547,0x0000000000000a73,0x0000000000000000
1622307439663029384,0x0000000000000a74,0x0000000000000000
1622307439664029203,0x0000000000000a75,0x0000000000000000
1622307439665029112,0x0000000000000a76,0x0000000000000000
1622307439667030397,0x0000000000000a77,0x0000000000000000
1622307439668029694,0x0000000000000a78,0x0000000000000000
1622307439669029369,0x0000000000000a79,0x0000000000000000
1622307439670028675,0x0000000000000a7a,0x0000000000000000
1622307439671029214,0x0000000000000a7b,0x0000000000000000
1622307439672026666,0x0000000000000a7c,0x0000000000000000
1622307439674029139,0x0000000000000a7d,0x0000000000000000
1622307439675028652,0x0000000000000a7e,0x0000000000000000
1622307439676026194,0x0000000000000a7f,0x0000000000000000
1622307439677028110,0x0000000000000a80,0x0000000000000000
1622307439678028892,0x0000000000000a81,0x0000000000000000
1622307439679028063,0x0000000000000a82,0x0000000000000000
1622307439680028359,0x0000000000000a83,0x0000000000000000
1622307439682028060,0x0000000000000a84,0x0000000000000000
1622307439683027582,0x0000000000000a85,0x0000000000000000
1622307439684027590,0x0000000000000a86,0x0000000000000000
1622307439685027904,0x0000000000000a87,0x0000000000000000
1622307439686027552,0x0000000000000a88,0x0000000000000000
1622307439687027344,0x0000000000000a89,0x0000000000000000
1622307439689027477,0x0000000000000a8a,0x0000000000000000
1622307439690027179,0x0000000000000a8b,0x0000000000000000
1622307439691027133,0x0000000000000a8c,0x0000000000000000
1622307439692027753,0x0000000000000a8d,0x0000000000000000
1622307439693025079,0x0000000000000a8e,0x0000000000000000
1622307439694024673,0x0000000000000a8f,0x0000000000000000
1622307439696029675,0x0000000000000a90,0x0000000000000000
1622307439697028675,0x0000000000000a91,0x0000000000000000
1622307439698028044,0x0000000000000a92,0x0000000000000000
1622307439699028610,0x0000000000000a93,0x0000000000000000
1622307439700028645,0x0000000000000a94,0x0000000000000000
1622307439701028221,0x0000000000000a95,0x0000000000000000
1622307439702028400,0x0000000000000a96,0x0000000000000000
1622307439704028497,0x0000000000000a97,0x0000000000000000
1622307439705027848,0x0000000000000a98,0x0000000000000000
1622307439706027361,0x0000000000000a99,0x0000000000000000
1622307439707026991,0x0000000000000a9a,0x0000000000000000
1622307439708028547,0x0000000000000a9b,0x0000000000000000
1622307439709027196,0x0000000000000a9c,0x0000000000000000
1622307439711027950,0x0000000000000a9d,0x0000000000000000
1622307439712026545,0x0000000000000a9e,0x0000000000000000
1622307439713027453,0x0000000000000a9f,0x0000000000000000
1622307439714027335,0x0000000000000aa0,0x0000000000000000
1622307439715025075,0x0000000000000aa1,0x0000000000000000
1622307439716024678,0x0000000000000aa2,0x0000000000000000
1622307439718026728,0x0000000000000aa3,0x0000000000000000
1622307439719026142,0x0000000000000aa4,0x0000000000000000
1622307439720026825,0x0000000000000aa5,0x0000000000000000
1622307439721026437,0x0000000000000aa6,0x0000000000000000
1622307439722025833,0x0000000000000aa7,0x0000000000000000
1622307439723026255,0x0000000000000aa8,0x0000000000000000
1622307439724026110,0x0000000000000aa9,0x0000000000000000
1622307439726028007,0x0000000000000aaa,0x0000000000000000
1622307439727025153,0x0000000000000aab,0x0000000000000000
1622307439728025422,0x0000000000000aac,0x0000000000000000
1622307439729025511,0x0000000000000aad,0x0000000000000000
1622307439730024556,0x0000000000000aae,0x0000000000000000
1622307439731024834,0x0000000000000aaf,0x0000000000000000
1622307439733025750,0x0000000000000ab0,0x0000000000000000
1622307439734025452,0x0000000000000ab1,0x0000000000000000
1622307439735024812,0x0000000000000ab2,0x0000000000000000
1622307439736026179,0x0000000000000ab3,0x0000000000000000
1622307439737023325,0x0000000000000ab4,0x0000000000000000
1622307439738024719,0x0000000000000ab5,0x0000000000000000
1622307439740022431,0x0000000000000ab6,0x0000000000000000
1622307439741023834,0x0000000000000ab7,0x0000000000000000
1622307439742024328,0x0000000000000ab8,0x0000000000000000
1622307439743023931,0x0000000000000ab9,0x0000000000000000
1622307439744026225,0x0000000000000aba,0x0000000000000000
1622307439745024136,0x0000000000000abb,0x0000000000000000
1622307439747024476,0x0000000000000abc,0x0000000000000000
1622307439748024448,0x0000000000000abd,0x0000000000000000
1622307439749025356,0x0000000000000abe,0x0000000000000000
1622307439750025319,0x0000000000000abf,0x0000000000000000
1622307439751025804,0x0000000000000ac0,0x0000000000000000
1622307439752024408,0x0000000000000ac1,0x0000000000000000
1622307439753025037,0x0000000000000ac2,0x0000000000000000
1622307439755026043,0x0000000000000ac3,0x0000000000000000
1622307439756026942,0x0000000000000ac4,0x0000000000000000
1622307439757024367,0x0000000000000ac5,0x0000000000000000
1622307439758020955,0x0000000000000ac6,0x0000000000000000
1622307439759024500,0x0000000000000ac7,0x0000000000000000
1622307439760024571,0x0000000000000ac8,0x0000000000000000
1622307439762024695,0x0000000000000ac9,0x0000000000000000
1622307439763025891,0x0000000000000aca,0x0000000000000000
1622307439764024666,0x0000000000000acb,0x0000000000000000
1622307439765022649,0x0000000000000acc,0x0000000000000000
1622307439766024592,0x0000000000000acd,0x0000000000000000
1622307439767023016,0x0000000000000ace,0x0000000000000000
1622307439769025012,0x0000000000000acf,0x0000000000000000
1622307439770023670,0x0000000000000ad0,0x0000000000000000
1622307439771023705,0x0000000000000ad1,0x0000000000000000
1622307439772022003,0x0000000000000ad2,0x0000000000000000
1622307439773024027,0x0000000000000ad3,0x0000000000000000
1622307439774022928,0x0000000000000ad4,0x0000000000000000
1622307439775021721,0x0000000000000ad5,0x0000000000000000
1622307439777024554,0x0000000000000ad6,0x0000000000000000
1622307439778022177,0x0000000000000ad7,0x0000000000000000
1622307439779020655,0x0000000000000ad8,0x0000000000000000
1622307439780021122,0x0000000000000ad9,0x0000000000000000
1622307439781020590,0x0000000000000ada,0x0000000000000000
1622307439782021507,0x0000000000000adb,0x0000000000000000
1622307439784021388,0x0000000000000adc,0x0000000000000000
1622307439785021954,0x0000000000000add,0x0000000000000000
1622307439786020792,0x0000000000000ade,0x0000000000000000
1622307439787020737,0x0000000000000adf,0x0000000000000000
1622307439788020259,0x0000000000000ae0,0x0000000000000000
1622307439789019961,0x0000000000000ae1,0x0000000000000000
1622307439791020706,0x0000000000000ae2,0x0000000000000000
1622307439792019931,0x0000000000000ae3,0x0000000000000000
1622307439793019012,0x0000000000000ae4,0x0000000000000000
1622307439794019029,0x0000000000000ae5,0x0000000000000000
1622307439795019937,0x0000000000000ae6,0x0000000000000000
1622307439796020089,0x0000000000000ae7,0x0000000000000000
1622307439797019773,0x0000000000000ae8,0x0000000000000000
1622307439799019960,0x0000000000000ae9,0x0000000000000000
1622307439800019473,0x0000000000000aea,0x0000000000000000
1622307439801016835,0x0000000000000aeb,0x0000000000000000
1622307439802017536,0x0000000000000aec,0x0000000000000000
1622307439803019551,0x0000000000000aed,0x0000000000000000
1622307439804017111,0x0000000000000aee,0x0000000000000000
1622307439806020034,0x0000000000000aef,0x0000000000000000
1622307439807019160,0x0000000000000af0,0x0000000000000000
1622307439808018862,0x0000000000000af1,0x0000000000000000
1622307439809017736,0x0000000000000af2,0x0000000000000000
1622307439810018347,0x0000000000000af3,0x0000000000000000
1622307439811018103,0x0000000000000af4,0x0000000000000000
1622307439813018461,0x0000000000000af5,0x0000000000000000
1622307439814017587,0x0000000000000af6,0x0000000000000000
1622307439815017631,0x0000000000000af7,0x0000000000000000
1622307439816016946,0x0000000000000af8,0x0000000000000000
1622307439817017368,0x0000000000000af9,0x0000000000000000
1622307439818017853,0x0000000000000afa,0x0000000000000000
1622307439819017852,0x0000000000000afb,0x0000000000000000
1622307439821017706,0x0000000000000afc,0x0000000000000000
1622307439822016922,0x0000000000000afd,0x0000000000000000
