ID,Difference
0x0000000000000bed,0.380672
0x0000000000000bee,0.359168
0x0000000000000bef,0.357632
0x0000000000000bf0,0.372224
0x0000000000000bf1,0.382208
0x0000000000000bf2,0.370176
0x0000000000000bf3,0.37248
0x0000000000000bf4,0.372992
0x0000000000000bf5,0.371712
0x0000000000000bf6,0.36224
0x0000000000000bf7,0.359424
0x0000000000000bf8,0.375552
0x0000000000000bf9,0.36352
0x0000000000000bfa,0.373504
0x0000000000000bfb,0.38016
0x0000000000000bfc,0.38016
0x0000000000000bfd,0.363008
0x0000000000000bfe,0.380672
0x0000000000000bff,0.358912
0x0000000000000c00,0.35968
0x0000000000000c01,0.37376
0x0000000000000c02,0.380928
0x0000000000000c03,0.379904
0x0000000000000c04,0.363008
0x0000000000000c05,0.373248
0x0000000000000c06,0.38144
0x0000000000000c07,0.362496
0x0000000000000c08,0.380672
0x0000000000000c09,0.380928
0x0000000000000c0a,0.381184
0x0000000000000c0b,0.360192
0x0000000000000c0c,0.381184
0x0000000000000c0d,0.379648
0x0000000000000c0e,0.364032
0x0000000000000c0f,0.379648
0x0000000000000c10,0.375296
0x0000000000000c11,0.681472
0x0000000000000c12,0.374784
0x0000000000000c13,0.380416
0x0000000000000c14,0.380672
0x0000000000000c15,0.363008
0x0000000000000c16,0.382976
0x0000000000000c17,0.373504
0x0000000000000c18,0.365824
0x0000000000000c19,0.379904
0x0000000000000c1a,0.37504
0x0000000000000c1b,0.379904
0x0000000000000c1c,0.363008
0x0000000000000c1d,0.381696
0x0000000000000c1e,0.36352
0x0000000000000c1f,0.363264
0x0000000000000c20,0.675584
0x0000000000000c21,0.665856
0x0000000000000c22,0.65792
0x0000000000000c23,0.681984
0x0000000000000c24,0.66816
0x0000000000000c25,0.658944
0x0000000000000c26,0.358912
0x0000000000000c27,0.38016
0x0000000000000c28,0.373248
0x0000000000000c29,0.380928
0x0000000000000c2a,0.365824
0x0000000000000c2b,0.95488
0x0000000000000c2c,0.65792
0x0000000000000c2d,0.682752
0x0000000000000c2e,0.675328
0x0000000000000c2f,0.372224
0x0000000000000c30,0.380928
0x0000000000000c31,0.365312
0x0000000000000c32,0.376064
0x0000000000000c33,0.358912
0x0000000000000c34,0.357376
0x0000000000000c35,0.371968
0x0000000000000c36,0.380672
0x0000000000000c37,0.360704
0x0000000000000c38,0.38144
0x0000000000000c39,0.381696
0x0000000000000c3a,0.373248
0x0000000000000c3b,0.36224
0x0000000000000c3c,0.381952
0x0000000000000c3d,0.380928
0x0000000000000c3e,0.362752
0x0000000000000c3f,0.372992
0x0000000000000c40,0.382464
0x0000000000000c41,0.37888
0x0000000000000c42,0.364288
0x0000000000000c43,0.38144
0x0000000000000c44,0.360192
0x0000000000000c45,0.68224
0x0000000000000c46,0.380928
0x0000000000000c47,0.381184
0x0000000000000c48,0.381952
0x0000000000000c49,0.36736
0x0000000000000c4a,0.382208
0x0000000000000c4b,0.363776
0x0000000000000c4c,0.361984
0x0000000000000c4d,0.357888
0x0000000000000c4e,0.386048
0x0000000000000c4f,0.374272
0x0000000000000c50,0.35968
0x0000000000000c51,0.362496
0x0000000000000c52,0.37248
0x0000000000000c53,0.362496
0x0000000000000c54,0.38016
0x0000000000000c55,0.379392
0x0000000000000c56,0.360192
0x0000000000000c57,0.35712
0x0000000000000c58,0.371712
0x0000000000000c59,0.379392
0x0000000000000c5a,0.36096
0x0000000000000c5b,0.372992
0x0000000000000c5c,0.379904
0x0000000000000c5d,0.360192
0x0000000000000c5e,0.381696
0x0000000000000c5f,0.380672
0x0000000000000c60,0.375808
0x0000000000000c61,0.35968
0x0000000000000c62,0.380416
0x0000000000000c63,0.374528
0x0000000000000c64,0.364544
0x0000000000000c65,0.38144
0x0000000000000c66,0.382208
0x0000000000000c67,0.358912
0x0000000000000c68,0.684032
0x0000000000000c69,0.676352
0x0000000000000c6a,0.6592
0x0000000000000c6b,0.683264
0x0000000000000c6c,0.379904
0x0000000000000c6d,0.38144
0x0000000000000c6e,0.380672
0x0000000000000c6f,0.36096
0x0000000000000c70,0.382208
0x0000000000000c71,0.381184
0x0000000000000c72,0.361216
0x0000000000000c73,0.380672
0x0000000000000c74,0.379904
0x0000000000000c75,0.364288
0x0000000000000c76,0.360448
0x0000000000000c77,0.365824
0x0000000000000c78,0.78976
0x0000000000000c79,0.683776
0x0000000000000c7a,0.675072
0x0000000000000c7b,0.374272
0x0000000000000c7c,0.37376
0x0000000000000c7d,0.361728
0x0000000000000c7e,0.382208
0x0000000000000c7f,0.380416
0x0000000000000c80,0.363776
0x0000000000000c81,0.374528
0x0000000000000c82,0.382208
0x0000000000000c83,1.289984
0x0000000000000c84,0.740352
0x0000000000000c85,0.670208
0x0000000000000c86,0.380928
0x0000000000000c87,0.361728
0x0000000000000c88,0.374272
0x0000000000000c89,0.36096
0x0000000000000c8a,0.359936
0x0000000000000c8b,0.365312
0x0000000000000c8c,0.379392
0x0000000000000c8d,0.380928
0x0000000000000c8e,0.363008
0x0000000000000c8f,0.37504
0x0000000000000c90,0.375296
0x0000000000000c91,0.358912
0x0000000000000c92,0.362752
0x0000000000000c93,0.385024
0x0000000000000c94,0.38016
0x0000000000000c95,0.364544
0x0000000000000c96,0.373248
0x0000000000000c97,0.380672
0x0000000000000c98,0.368384
0x0000000000000c99,0.380416
0x0000000000000c9a,0.381696
0x0000000000000c9b,0.358912
0x0000000000000c9c,0.359424
0x0000000000000c9d,0.372736
0x0000000000000c9e,0.386304
0x0000000000000c9f,0.36096
0x0000000000000ca0,0.374272
0x0000000000000ca1,0.381184
0x0000000000000ca2,0.36608
0x0000000000000ca3,0.358912
0x0000000000000ca4,0.35968
0x0000000000000ca5,0.380672
0x0000000000000ca6,0.364032
0x0000000000000ca7,0.383232
0x0000000000000ca8,0.376832
0x0000000000000ca9,0.362752
0x0000000000000caa,0.38528
0x0000000000000cab,0.37248
0x0000000000000cac,0.359168
0x0000000000000cad,0.3584
0x0000000000000cae,0.3648
0x0000000000000caf,0.380928
0x0000000000000cb0,0.367104
0x0000000000000cb1,0.375808
0x0000000000000cb2,0.667904
0x0000000000000cb3,0.38016
0x0000000000000cb4,0.362752
0x0000000000000cb5,0.667136
0x0000000000000cb6,0.374784
0x0000000000000cb7,0.36096
0x0000000000000cb8,0.381696
0x0000000000000cb9,0.373504
0x0000000000000cba,0.383488
0x0000000000000cbb,0.364544
0x0000000000000cbc,0.375552
0x0000000000000cbd,0.35968
0x0000000000000cbe,0.3584
0x0000000000000cbf,0.380672
0x0000000000000cc0,0.374528
0x0000000000000cc1,0.37888
0x0000000000000cc2,0.361984
0x0000000000000cc3,0.381952
0x0000000000000cc4,0.379904
0x0000000000000cc5,0.3648
0x0000000000000cc6,0.38144
0x0000000000000cc7,0.374528
0x0000000000000cc8,0.364544
0x0000000000000cc9,0.382464
0x0000000000000cca,0.381952
0x0000000000000ccb,0.361216
0x0000000000000ccc,0.364544
0x0000000000000ccd,1.132544
0x0000000000000cce,0.669184
0x0000000000000ccf,0.683264
0x0000000000000cd0,1.316864
0x0000000000000cd1,0.670464
0x0000000000000cd2,0.380672
0x0000000000000cd3,0.364288
0x0000000000000cd4,0.374016
0x0000000000000cd5,0.371456
0x0000000000000cd6,0.363264
0x0000000000000cd7,0.38144
0x0000000000000cd8,0.38272
0x0000000000000cd9,0.372736
0x0000000000000cda,0.365056
0x0000000000000cdb,0.382208
0x0000000000000cdc,0.754944
0x0000000000000cdd,0.681728
0x0000000000000cde,0.676352
0x0000000000000cdf,0.666368
0x0000000000000ce0,0.359168
0x0000000000000ce1,0.357888
0x0000000000000ce2,0.494336
0x0000000000000ce3,0.662016
0x0000000000000ce4,0.684288
0x0000000000000ce5,0.676608
0x0000000000000ce6,0.381952
0x0000000000000ce7,0.372736
0x0000000000000ce8,0.362752
0x0000000000000ce9,0.38144
0x0000000000000cea,0.37248
0x0000000000000ceb,0.363264
0x0000000000000cec,0.38016
0x0000000000000ced,0.379904
0x0000000000000cee,0.36224
0x0000000000000cef,0.675072
0x0000000000000cf0,0.381952
0x0000000000000cf1,0.360448
0x0000000000000cf2,0.358144
0x0000000000000cf3,0.371712
0x0000000000000cf4,0.379904
0x0000000000000cf5,0.360448
0x0000000000000cf6,0.380416
0x0000000000000cf7,0.380416
0x0000000000000cf8,0.371456
0x0000000000000cf9,0.360448
0x0000000000000cfa,0.359936
0x0000000000000cfb,0.38016
0x0000000000000cfc,0.35968
0x0000000000000cfd,0.38016
0x0000000000000cfe,0.3584
0x0000000000000cff,0.361728
0x0000000000000d00,0.36096
0x0000000000000d01,0.3648
0x0000000000000d02,1.075968
0x0000000000000d03,0.68352
0x0000000000000d04,0.67584
0x0000000000000d05,0.66816
0x0000000000000d06,0.380416
0x0000000000000d07,0.361984
0x0000000000000d08,0.382464
0x0000000000000d09,0.381952
0x0000000000000d0a,0.361984
0x0000000000000d0b,0.38144
0x0000000000000d0c,0.381184
0x0000000000000d0d,0.374528
0x0000000000000d0e,0.359168
0x0000000000000d0f,0.380416
0x0000000000000d10,0.38272
0x0000000000000d11,0.364544
0x0000000000000d12,0.379648
0x0000000000000d13,0.38016
0x0000000000000d14,0.684288
0x0000000000000d15,0.37376
0x0000000000000d16,0.380672
0x0000000000000d17,0.379648
0x0000000000000d18,0.36224
0x0000000000000d19,0.371456
0x0000000000000d1a,0.38144
0x0000000000000d1b,0.365568
0x0000000000000d1c,0.373504
0x0000000000000d1d,0.381184
0x0000000000000d1e,0.381952
0x0000000000000d1f,0.364288
0x0000000000000d20,0.381952
0x0000000000000d21,0.365568
0x0000000000000d22,0.36352
0x0000000000000d23,0.361728
0x0000000000000d24,0.38016
0x0000000000000d25,0.660224
0x0000000000000d26,0.364032
0x0000000000000d27,0.38016
0x0000000000000d28,0.381696
0x0000000000000d29,0.653312
0x0000000000000d2a,0.67584
0x0000000000000d2b,0.667904
0x0000000000000d2c,0.380416
0x0000000000000d2d,0.359936
0x0000000000000d2e,0.381184
0x0000000000000d2f,0.378624
0x0000000000000d30,0.654592
0x0000000000000d31,0.361472
0x0000000000000d32,0.38144
0x0000000000000d33,0.379648
0x0000000000000d34,1.236736
0x0000000000000d35,0.669184
0x0000000000000d36,0.659712
0x0000000000000d37,0.38016
0x0000000000000d38,0.381696
0x0000000000000d39,0.372224
0x0000000000000d3a,0.381952
0x0000000000000d3b,0.380672
0x0000000000000d3c,0.380928
0x0000000000000d3d,0.38016
0x0000000000000d3e,0.379392
0x0000000000000d3f,0.380416
0x0000000000000d40,0.661248
0x0000000000000d41,0.3712
0x0000000000000d42,0.379648
0x0000000000000d43,0.37248
0x0000000000000d44,0.38016
0x0000000000000d45,0.3776
0x0000000000000d46,0.381184
0x0000000000000d47,0.35968
0x0000000000000d48,0.3648
0x0000000000000d49,0.363008
0x0000000000000d4a,0.38016
0x0000000000000d4b,0.38016
0x0000000000000d4c,0.379904
0x0000000000000d4d,0.37888
0x0000000000000d4e,0.365312
0x0000000000000d4f,0.38016
0x0000000000000d50,0.35968
0x0000000000000d51,0.373504
0x0000000000000d52,0.38016
0x0000000000000d53,0.364544
0x0000000000000d54,0.370432
0x0000000000000d55,0.381184
0x0000000000000d56,0.379136
0x0000000000000d57,0.379648
0x0000000000000d58,0.380416
0x0000000000000d59,0.358912
0x0000000000000d5a,0.365824
0x0000000000000d5b,0.374784
0x0000000000000d5c,0.38016
0x0000000000000d5d,0.378624
0x0000000000000d5e,0.36992
0x0000000000000d5f,0.379904
0x0000000000000d60,0.373248
0x0000000000000d61,0.365312
0x0000000000000d62,0.380928
0x0000000000000d63,0.37376
0x0000000000000d64,0.381952
0x0000000000000d65,0.364288
0x0000000000000d66,0.373504
0x0000000000000d67,0.379904
0x0000000000000d68,0.363264
0x0000000000000d69,0.379648
0x0000000000000d6a,0.374016
0x0000000000000d6b,0.361984
0x0000000000000d6c,0.362752
0x0000000000000d6d,0.370944
0x0000000000000d6e,0.38016
0x0000000000000d6f,0.360192
0x0000000000000d70,0.363264
0x0000000000000d71,0.381952
0x0000000000000d72,0.38016
0x0000000000000d73,0.365312
0x0000000000000d74,0.380672
0x0000000000000d75,0.381184
0x0000000000000d76,0.3648
0x0000000000000d77,0.379648
0x0000000000000d78,0.361472
0x0000000000000d79,0.357888
0x0000000000000d7a,0.38272
0x0000000000000d7b,0.35968
0x0000000000000d7c,0.358144
0x0000000000000d7d,0.358144
0x0000000000000d7e,0.382208
0x0000000000000d7f,0.379392
0x0000000000000d80,0.362752
0x0000000000000d81,0.826368
0x0000000000000d82,0.379904
0x0000000000000d83,0.371456
0x0000000000000d84,0.362496
0x0000000000000d85,0.381696
0x0000000000000d86,0.372992
0x0000000000000d87,0.363264
0x0000000000000d88,0.38272
0x0000000000000d89,0.38144
0x0000000000000d8a,0.380928
0x0000000000000d8b,0.361728
0x0000000000000d8c,0.380928
0x0000000000000d8d,0.6528
0x0000000000000d8e,0.67712
0x0000000000000d8f,0.669184
0x0000000000000d90,0.381952
0x0000000000000d91,0.373248
0x0000000000000d92,0.3712
0x0000000000000d93,0.38016
0x0000000000000d94,0.371456
0x0000000000000d95,0.361728
0x0000000000000d96,0.37888
0x0000000000000d97,0.380416
0x0000000000000d98,0.372224
0x0000000000000d99,0.364032
0x0000000000000d9a,0.381696
0x0000000000000d9b,0.37376
0x0000000000000d9c,0.370176
0x0000000000000d9d,0.382464
0x0000000000000d9e,0.383744
0x0000000000000d9f,0.676096
0x0000000000000da0,0.381696
0x0000000000000da1,0.380416
0x0000000000000da2,0.3712
0x0000000000000da3,0.36224
0x0000000000000da4,0.381952
0x0000000000000da5,0.362752
0x0000000000000da6,0.359424
0x0000000000000da7,0.364032
0x0000000000000da8,0.386816
0x0000000000000da9,0.381184
0x0000000000000daa,0.361984
0x0000000000000dab,0.380672
0x0000000000000dac,0.379136
0x0000000000000dad,0.361984
0x0000000000000dae,0.381184
0x0000000000000daf,0.382208
0x0000000000000db0,0.359936
0x0000000000000db1,0.359168
0x0000000000000db2,0.362752
0x0000000000000db3,0.380416
0x0000000000000db4,0.360448
0x0000000000000db5,0.380416
0x0000000000000db6,0.38016
0x0000000000000db7,0.380928
0x0000000000000db8,0.364032
0x0000000000000db9,0.380928
0x0000000000000dba,0.381184
0x0000000000000dbb,0.361728
0x0000000000000dbc,0.381696
0x0000000000000dbd,0.38144
0x0000000000000dbe,0.38016
0x0000000000000dbf,0.360704
0x0000000000000dc0,0.381952
0x0000000000000dc1,0.35968
0x0000000000000dc2,0.356864
0x0000000000000dc3,0.379648
0x0000000000000dc4,0.374016
0x0000000000000dc5,0.358144
0x0000000000000dc6,0.374272
0x0000000000000dc7,0.379648
0x0000000000000dc8,0.381696
0x0000000000000dc9,0.361472
0x0000000000000dca,0.381952
0x0000000000000dcb,0.380672
0x0000000000000dcc,0.364544
0x0000000000000dcd,0.373504
0x0000000000000dce,0.36608
0x0000000000000dcf,0.380928
0x0000000000000dd0,0.360448
0x0000000000000dd1,0.371968
0x0000000000000dd2,0.684544
0x0000000000000dd3,0.360704
0x0000000000000dd4,0.3648
0x0000000000000dd5,0.380928
0x0000000000000dd6,0.37888
0x0000000000000dd7,0.363264
0x0000000000000dd8,0.374272
0x0000000000000dd9,0.374784
0x0000000000000dda,0.676608
0x0000000000000ddb,0.66944
0x0000000000000ddc,0.380416
0x0000000000000ddd,0.379648
0x0000000000000dde,0.66944
0x0000000000000ddf,0.38144
0x0000000000000de0,0.385536
0x0000000000000de1,0.363264
0x0000000000000de2,0.374784
0x0000000000000de3,0.381184
0x0000000000000de4,0.359424
0x0000000000000de5,1.4848
0x0000000000000de6,0.91904
0x0000000000000de7,0.655872
0x0000000000000de8,0.365312
0x0000000000000de9,0.374272
0x0000000000000dea,0.374784
0x0000000000000deb,0.365568
0x0000000000000dec,0.371456
0x0000000000000ded,0.38144
0x0000000000000dee,0.380416
0x0000000000000def,0.36224
0x0000000000000df0,0.373504
0x0000000000000df1,0.380928
0x0000000000000df2,0.36224
0x0000000000000df3,0.382464
0x0000000000000df4,0.374528
0x0000000000000df5,0.359168
0x0000000000000df6,0.359168
0x0000000000000df7,0.365824
