Second,Jitter,Loss,Bitrate
0.00,0.112,0.00%,89.6
10.00,0.170,0.00%,90.0
20.00,0.166,0.02%,90.0
30.00,0.188,0.00%,90.0
40.00,0.173,0.00%,90.0
50.00,0.094,0.03%,90.0
60.00,0.073,0.11%,89.9
70.00,0.101,0.00%,90.0
80.00,0.142,0.00%,90.0
90.00,0.147,0.08%,89.9
100.00,0.077,0.00%,90.0
110.00,0.204,0.00%,90.0
120.00,0.136,0.09%,89.9
130.00,0.194,0.08%,89.9
140.00,0.148,0.01%,90.0
150.00,0.201,0.00%,90.0
160.00,0.102,0.07%,89.9
170.00,0.132,0.72%,89.3
180.00,0.179,0.00%,90.0
190.00,0.101,0.00%,90.0
200.00,0.123,0.02%,90.0
210.00,0.171,0.00%,90.0
220.00,0.111,0.00%,90.0
230.00,0.084,0.06%,89.9
240.00,0.189,0.00%,90.0
250.00,0.170,0.02%,90.0
260.00,0.096,0.00%,90.0
270.00,0.040,0.05%,90.0
280.00,0.172,31.08%,62.0
290.00,0.096,0.03%,90.0
300.00,0.183,0.00%,90.1
