Second,Jitter,Loss,Bitrate
0.00,0.481,67.20%,26.1
10.00,0.487,67.20%,26.2
20.00,0.512,67.20%,26.2
30.00,0.472,67.20%,26.2
40.00,0.458,67.21%,26.2
50.00,0.415,67.20%,26.2
60.00,0.487,67.20%,26.2
70.00,0.474,67.20%,26.2
80.00,0.476,67.20%,26.2
90.00,0.473,67.20%,26.2
100.00,0.463,67.20%,26.2
110.00,0.477,67.22%,26.2
120.00,0.466,67.20%,26.2
130.00,0.416,67.20%,26.2
140.00,0.453,67.20%,26.2
150.00,0.458,67.20%,26.2
160.00,0.460,67.20%,26.2
170.00,0.459,67.20%,26.2
180.00,0.459,67.20%,26.2
190.00,0.467,67.20%,26.2
200.00,0.462,67.20%,26.2
210.00,0.564,67.20%,26.2
220.00,0.468,67.20%,26.2
230.00,0.477,67.20%,26.2
240.00,0.476,67.20%,26.2
250.00,0.467,67.21%,26.2
260.00,0.457,67.20%,26.2
270.00,0.475,67.20%,26.2
280.00,0.497,67.20%,26.2
290.00,0.449,67.21%,26.2
300.00,0.445,67.20%,26.2
