Second,Jitter,Loss,Bitrate
0.00,0.303,41.68%,52.3
10.00,0.342,41.70%,52.5
20.00,0.308,41.69%,52.5
30.00,0.360,41.69%,52.5
40.00,0.303,41.69%,52.5
50.00,0.419,41.69%,52.5
60.00,0.318,41.69%,52.5
70.00,0.346,41.69%,52.5
80.00,0.317,41.71%,52.5
90.00,0.252,41.70%,52.5
100.00,0.398,41.69%,52.5
110.00,0.353,41.69%,52.5
120.00,0.312,41.70%,52.5
130.00,0.271,41.69%,52.5
140.00,0.353,41.69%,52.5
150.00,0.341,41.69%,52.5
160.00,0.302,41.69%,52.5
170.00,0.285,41.69%,52.5
180.00,0.357,41.69%,52.5
190.00,0.376,41.70%,52.5
200.00,0.337,41.69%,52.5
210.00,0.292,41.69%,52.5
220.00,0.281,41.69%,52.5
230.00,0.333,41.71%,52.5
240.00,0.322,41.69%,52.5
250.00,0.322,43.54%,50.8
260.00,0.391,41.69%,52.5
270.00,0.333,41.74%,52.4
280.00,0.303,41.69%,52.5
290.00,0.237,41.69%,52.5
300.00,0.310,41.64%,52.2
