Second,Jitter,Loss,Bitrate
0.00,0.228,21.28%,78.4
10.00,0.276,21.34%,78.7
20.00,0.284,21.28%,78.7
30.00,0.216,21.29%,78.7
40.00,0.198,21.34%,78.7
50.00,0.221,21.28%,78.7
60.00,0.259,21.29%,78.7
70.00,0.227,21.28%,78.7
80.00,0.203,21.34%,78.7
90.00,0.165,21.29%,78.7
100.00,0.246,21.28%,78.7
110.00,0.200,21.34%,78.7
120.00,0.243,21.28%,78.7
130.00,0.281,21.29%,78.7
140.00,0.184,21.28%,78.7
150.00,0.218,21.34%,78.7
160.00,0.224,21.29%,78.7
170.00,0.232,21.30%,78.7
180.00,0.239,21.28%,78.7
190.00,0.258,21.33%,78.7
200.00,0.256,21.28%,78.7
210.00,0.251,21.28%,78.7
220.00,0.226,21.33%,78.7
230.00,0.245,21.29%,78.7
240.00,0.214,21.28%,78.7
250.00,0.198,21.29%,78.7
260.00,0.190,21.35%,78.7
270.00,0.271,21.29%,78.7
280.00,0.247,21.29%,78.7
290.00,0.200,21.30%,78.7
300.00,0.205,21.28%,79.0
