Second,Jitter,Loss,Bitrate
0.00,0.205,34.40%,78.4
10.00,0.265,34.45%,78.7
20.00,0.285,34.40%,78.7
30.00,0.249,34.40%,78.7
40.00,0.198,34.41%,78.7
50.00,0.209,34.45%,78.7
60.00,0.323,34.40%,78.7
70.00,0.225,34.40%,78.7
80.00,6.864,48.47%,60.1
90.00,0.231,37.59%,77.0
100.00,0.281,34.40%,78.7
110.00,0.235,34.40%,78.7
120.00,0.229,34.42%,78.7
130.00,0.203,34.40%,78.7
140.00,0.213,34.40%,78.7
150.00,0.232,34.40%,78.7
160.00,0.273,34.41%,78.7
170.00,0.223,34.41%,78.7
180.00,0.216,34.41%,78.7
190.00,0.229,34.42%,78.7
200.00,0.232,34.42%,78.7
210.00,0.229,34.40%,78.7
220.00,0.256,34.41%,78.7
230.00,0.186,34.42%,78.7
240.00,0.211,34.41%,78.7
250.00,0.191,34.41%,78.7
260.00,0.251,34.42%,78.7
270.00,0.271,34.40%,78.7
280.00,0.233,34.41%,78.7
290.00,0.253,34.40%,78.7
300.00,0.256,34.25%,77.1
