Second,Jitter,Loss,Bitrate
0.00,0.278,34.40%,78.4
10.00,0.263,34.45%,78.7
20.00,0.230,34.40%,78.7
30.00,0.275,34.40%,78.7
40.00,0.242,34.42%,78.7
50.00,0.201,34.40%,78.7
60.00,0.222,34.40%,78.7
70.00,0.126,34.40%,78.7
80.00,0.242,34.44%,78.7
90.00,0.281,34.40%,78.7
100.00,0.265,34.40%,78.7
110.00,0.231,34.40%,78.7
120.00,0.208,34.42%,78.7
130.00,0.261,34.41%,78.7
140.00,0.208,34.40%,78.7
150.00,0.208,34.41%,78.7
160.00,0.256,34.40%,78.7
170.00,0.174,34.42%,78.7
180.00,0.180,34.43%,78.7
190.00,0.203,34.42%,78.7
200.00,0.233,34.40%,78.7
210.00,0.231,34.41%,78.7
220.00,0.183,34.40%,78.7
230.00,0.216,34.40%,78.7
240.00,0.207,34.40%,78.7
250.00,0.212,34.40%,78.7
260.00,0.236,34.43%,78.7
270.00,0.285,34.40%,77.0
280.00,0.257,40.90%,72.4
290.00,0.255,34.40%,78.7
300.00,0.185,34.14%,78.1
