Second,Jitter,Loss,Bitrate
0.00,0.220,0.00%,59.7
10.00,0.186,0.01%,60.0
20.00,0.147,0.00%,60.0
30.00,0.107,0.00%,60.0
40.00,0.160,0.05%,60.0
50.00,0.152,0.00%,60.0
60.00,0.216,0.00%,60.0
70.00,0.151,0.00%,60.0
80.00,0.124,0.04%,60.0
90.00,0.231,0.00%,60.0
100.00,0.135,0.00%,60.0
110.00,0.170,0.00%,60.0
120.00,0.205,0.08%,60.0
130.00,0.166,0.00%,60.0
140.00,0.142,0.00%,60.0
150.00,0.143,0.05%,60.0
160.00,0.166,0.00%,60.0
170.00,0.134,0.00%,60.0
180.00,0.170,0.00%,60.0
190.00,0.134,0.06%,60.0
200.00,0.122,0.00%,60.0
210.00,0.151,0.00%,60.0
220.00,0.158,0.05%,60.0
230.00,0.197,0.00%,60.0
240.00,0.152,0.00%,60.0
250.00,0.241,0.00%,60.0
260.00,0.175,0.05%,60.0
270.00,0.136,0.00%,60.0
280.00,0.143,0.00%,60.0
290.00,0.162,0.00%,60.0
300.00,0.150,0.00%,60.5
