Second,Jitter,Loss,Bitrate
0.00,0.472,76.14%,26.1
10.00,0.456,76.15%,26.2
20.00,0.469,76.15%,26.2
30.00,0.455,76.15%,26.2
40.00,0.488,76.15%,26.2
50.00,0.446,76.15%,26.2
60.00,0.474,76.15%,26.2
70.00,0.490,76.15%,26.2
80.00,0.487,76.15%,26.2
90.00,0.478,76.15%,26.2
100.00,0.479,76.15%,26.2
110.00,0.479,76.15%,26.2
120.00,0.484,76.15%,26.2
130.00,0.446,76.15%,26.2
140.00,0.476,76.15%,26.2
150.00,0.463,76.15%,26.2
160.00,0.460,76.15%,26.2
170.00,0.450,76.15%,26.2
180.00,0.446,76.15%,26.2
190.00,0.447,76.15%,26.2
200.00,0.476,76.15%,26.2
210.00,0.479,76.15%,26.2
220.00,0.476,76.15%,26.2
230.00,0.471,76.15%,26.2
240.00,0.449,76.15%,26.2
250.00,0.460,76.15%,26.2
260.00,0.466,76.15%,26.2
270.00,0.471,76.15%,26.2
280.00,0.473,76.16%,26.2
290.00,0.495,76.15%,26.2
300.00,0.485,76.20%,26.0
