Second,Jitter,Loss,Bitrate
0.00,0.050,0.00%,9.96
10.00,0.016,0.00%,10.0
20.00,0.118,0.00%,10.0
30.00,0.036,0.00%,10.0
40.00,0.049,0.00%,10.0
50.00,0.087,0.00%,10.0
60.00,0.036,0.00%,10.0
70.00,0.025,0.00%,10.0
80.00,0.096,0.00%,10.0
90.00,0.015,0.00%,10.0
100.00,0.047,0.00%,10.0
110.00,0.102,0.00%,10.0
120.00,0.020,0.00%,10.0
130.00,0.027,0.00%,10.0
140.00,0.104,0.00%,10.0
150.00,0.015,0.00%,10.0
160.00,0.074,0.00%,10.0
170.00,0.024,0.00%,10.0
180.00,0.052,0.00%,10.0
190.00,0.035,0.00%,10.0
200.00,0.035,0.00%,10.0
210.00,0.017,0.00%,10.0
220.00,0.041,0.00%,10.0
230.00,0.023,0.00%,10.0
240.00,0.065,0.00%,10.0
250.00,0.050,0.00%,10.0
260.00,0.051,0.00%,10.0
270.00,0.040,0.00%,10.0
280.00,0.085,0.00%,10.0
290.00,0.016,0.00%,10.0
300.00,0.090,0.00%,10.2
