Second,Jitter,Loss,Bitrate
0.00,0.245,52.30%,52.2
10.00,0.245,52.29%,52.5
20.00,0.358,52.29%,52.5
30.00,0.348,52.29%,52.5
40.00,0.306,52.29%,52.5
50.00,0.365,52.29%,52.5
60.00,0.257,52.29%,52.5
70.00,0.316,52.31%,52.5
80.00,0.328,52.29%,52.5
90.00,0.279,52.29%,52.5
100.00,0.996,55.84%,44.8
110.00,0.352,54.72%,53.7
120.00,0.280,52.29%,52.5
130.00,0.334,52.29%,52.5
140.00,0.373,52.29%,52.5
150.00,0.350,52.29%,52.5
160.00,0.309,52.29%,52.5
170.00,0.292,52.29%,52.5
180.00,0.266,52.30%,52.5
190.00,0.338,52.30%,52.5
200.00,0.336,52.29%,52.5
210.00,0.373,52.29%,52.5
220.00,0.337,52.32%,52.4
230.00,0.348,52.29%,52.5
240.00,0.328,52.29%,52.5
250.00,0.342,52.32%,52.4
260.00,0.350,52.29%,52.5
270.00,0.344,52.29%,52.5
280.00,0.389,52.29%,52.5
290.00,0.369,52.30%,52.5
300.00,0.365,52.19%,51.9
