Second,Jitter,Loss,Bitrate
0.00,0.237,47.51%,52.2
10.00,0.392,47.53%,52.5
20.00,0.345,47.52%,52.5
30.00,0.339,47.52%,52.5
40.00,0.327,47.52%,52.5
50.00,0.300,47.56%,52.4
60.00,0.384,47.52%,52.5
70.00,0.296,47.52%,52.5
80.00,0.327,47.52%,52.5
90.00,0.327,47.52%,52.5
100.00,0.385,47.53%,52.5
110.00,0.329,47.52%,52.5
120.00,0.351,47.53%,52.5
130.00,0.329,47.52%,52.5
140.00,0.286,47.52%,52.5
150.00,0.347,47.52%,52.5
160.00,0.301,47.53%,52.5
170.00,0.316,47.52%,52.5
180.00,0.285,47.52%,52.5
190.00,0.318,47.54%,52.5
200.00,0.345,47.53%,52.5
210.00,0.322,47.52%,52.5
220.00,0.358,47.52%,52.5
230.00,0.328,47.56%,52.4
240.00,0.334,47.52%,52.5
250.00,0.328,47.52%,52.5
260.00,0.278,47.52%,52.5
270.00,0.166,47.56%,52.4
280.00,0.296,47.53%,52.5
290.00,0.268,47.52%,52.5
300.00,0.287,47.55%,52.6
