Second,Jitter,Loss,Bitrate
0.00,0.477,34.40%,26.1
10.00,0.469,34.40%,26.2
20.00,0.448,34.40%,26.2
30.00,0.459,34.40%,26.2
40.00,0.450,34.40%,26.2
50.00,0.461,34.40%,26.2
60.00,0.488,34.40%,26.2
70.00,0.482,34.42%,26.2
80.00,0.488,34.40%,26.2
90.00,0.467,34.40%,26.2
100.00,0.467,34.40%,26.2
110.00,0.457,34.42%,26.2
120.00,0.504,34.41%,26.2
130.00,0.459,36.13%,25.6
140.00,0.466,34.43%,26.2
150.00,0.458,34.40%,26.2
160.00,0.489,34.40%,26.2
170.00,0.496,34.40%,26.2
180.00,0.493,34.42%,26.2
190.00,0.484,34.40%,26.2
200.00,0.461,34.40%,26.2
210.00,0.483,34.40%,26.2
220.00,0.483,34.40%,26.2
230.00,0.535,34.40%,26.2
240.00,0.473,34.41%,26.2
250.00,0.463,34.43%,26.2
260.00,0.406,34.41%,26.2
270.00,0.461,34.40%,26.2
280.00,0.483,34.40%,26.2
290.00,0.458,34.43%,26.2
300.00,0.463,34.87%,26.2
