Second,Jitter,Loss,Bitrate
0.00,0.234,0.00%,29.9
10.00,0.253,0.00%,30.0
20.00,0.241,0.00%,30.0
30.00,0.225,0.02%,30.0
40.00,0.293,0.00%,30.0
50.00,0.276,0.00%,30.0
60.00,0.306,0.00%,30.0
70.00,0.245,0.00%,30.0
80.00,0.318,0.00%,30.0
90.00,0.287,0.00%,30.0
100.00,0.240,0.00%,30.0
110.00,0.270,0.00%,30.0
120.00,0.268,0.00%,30.0
130.00,0.255,0.00%,30.0
140.00,0.249,0.00%,30.0
150.00,0.282,0.00%,30.0
160.00,0.281,0.00%,30.0
170.00,0.272,0.01%,30.0
180.00,0.253,0.00%,30.0
190.00,0.329,0.00%,30.0
200.00,0.303,0.00%,30.0
210.00,0.282,0.00%,30.0
220.00,0.285,0.00%,30.0
230.00,0.285,0.00%,30.0
240.00,0.251,0.01%,30.0
250.00,0.371,0.00%,29.6
260.00,0.311,1.97%,29.8
270.00,0.263,0.00%,30.0
280.00,0.246,0.00%,30.0
290.00,0.337,0.00%,30.0
300.00,0.264,0.00%,30.0
