Second,Jitter,Loss,Bitrate
0.00,0.480,12.54%,26.1
10.00,0.552,12.53%,26.2
20.00,0.470,12.54%,26.2
30.00,0.490,15.18%,25.2
40.00,0.452,12.95%,26.4
50.00,0.468,12.54%,26.2
60.00,0.462,12.53%,26.2
70.00,0.449,12.54%,26.2
80.00,0.459,12.54%,26.2
90.00,0.478,12.54%,26.2
100.00,0.466,12.54%,26.2
110.00,0.493,12.56%,26.2
120.00,0.465,12.53%,26.2
130.00,0.462,12.54%,26.2
140.00,0.464,12.54%,26.2
150.00,0.451,12.54%,26.2
160.00,0.514,12.53%,26.2
170.00,0.459,12.54%,26.2
180.00,0.447,12.57%,26.2
190.00,0.466,12.54%,26.2
200.00,0.482,12.54%,26.2
210.00,0.498,12.53%,26.2
220.00,0.478,12.57%,26.2
230.00,0.464,12.54%,26.2
240.00,0.464,12.54%,26.2
250.00,0.483,12.57%,26.2
260.00,0.454,12.54%,26.2
270.00,0.457,12.53%,26.2
280.00,0.465,12.54%,26.2
290.00,0.467,12.57%,26.2
300.00,0.455,12.07%,25.9
