Second,Jitter,Loss,Bitrate
0.00,0.149,4.98%,104
10.00,0.186,4.67%,105
20.00,0.184,4.59%,105
30.00,0.142,4.59%,105
40.00,0.195,4.59%,105
50.00,0.048,4.66%,105
60.00,0.154,5.09%,104
70.00,0.011,4.59%,105
80.00,0.242,4.65%,105
90.00,0.180,4.59%,105
100.00,0.150,4.60%,105
110.00,0.180,27.61%,79.6
120.00,0.027,4.82%,105
130.00,0.150,4.59%,105
140.00,0.146,4.59%,105
150.00,0.175,4.64%,105
160.00,0.203,4.59%,105
170.00,0.090,4.59%,105
180.00,0.151,4.80%,105
190.00,0.133,4.61%,105
200.00,0.061,4.59%,105
210.00,0.100,4.59%,105
220.00,0.147,4.59%,105
230.00,0.182,4.66%,105
240.00,0.127,4.59%,105
250.00,0.199,4.59%,105
260.00,0.143,4.66%,105
270.00,0.147,4.60%,105
280.00,0.265,4.59%,105
290.00,0.154,4.59%,105
300.00,0.185,4.59%,104
