Second,Jitter,Loss,Bitrate
0.00,0.340,0.03%,19.9
10.00,0.338,0.00%,20.0
20.00,0.305,0.00%,20.0
30.00,0.291,0.03%,20.0
40.00,0.375,0.00%,20.0
50.00,0.336,0.00%,20.0
60.00,0.344,0.00%,20.0
70.00,0.298,0.02%,20.0
80.00,0.297,0.00%,20.0
90.00,0.301,0.00%,20.0
100.00,0.370,0.07%,20.0
110.00,0.323,0.00%,20.0
120.00,0.324,0.00%,20.0
130.00,0.348,0.00%,20.0
140.00,0.303,0.02%,20.0
150.00,0.277,0.00%,20.0
160.00,0.507,0.00%,20.0
170.00,0.287,0.00%,20.0
180.00,0.291,0.00%,20.0
190.00,0.268,0.00%,20.0
200.00,0.295,0.00%,20.0
210.00,0.321,0.03%,20.0
220.00,0.354,0.00%,20.0
230.00,0.286,0.00%,20.0
240.00,0.294,0.00%,20.0
250.00,0.295,0.00%,20.0
260.00,0.305,0.00%,20.0
270.00,0.317,0.00%,20.0
280.00,0.299,0.02%,20.0
290.00,0.341,0.00%,20.0
300.00,0.329,0.00%,19.9
