Second,Jitter,Loss,Bitrate
0.00,0.274,0.00%,29.9
10.00,0.252,0.00%,30.0
20.00,0.273,0.03%,30.0
30.00,0.240,0.00%,30.0
40.00,0.293,0.00%,30.0
50.00,0.289,0.00%,30.0
60.00,0.285,0.00%,30.0
70.00,0.285,0.00%,30.0
80.00,0.269,0.00%,30.0
90.00,0.306,0.03%,30.0
100.00,0.249,0.00%,30.0
110.00,0.260,0.00%,30.0
120.00,0.320,0.00%,30.0
130.00,0.250,0.02%,30.0
140.00,0.283,0.00%,30.0
150.00,0.303,0.00%,30.0
160.00,0.205,0.00%,30.0
170.00,0.249,0.02%,30.0
180.00,0.280,0.00%,30.0
190.00,0.274,0.00%,30.0
200.00,0.275,0.05%,30.0
210.00,0.299,0.00%,30.0
220.00,0.349,0.00%,30.0
230.00,0.247,0.00%,30.0
240.00,0.309,0.03%,30.0
250.00,0.296,0.00%,30.0
260.00,0.314,0.00%,30.0
270.00,0.270,0.03%,30.0
280.00,0.337,0.00%,30.0
290.00,0.312,0.00%,30.0
300.00,0.283,0.00%,30.0
