Second,Jitter,Loss,Bitrate
0.00,0.194,0.00%,49.8
10.00,0.103,0.00%,50.0
20.00,0.215,0.05%,50.0
30.00,0.231,0.00%,50.0
40.00,0.188,0.00%,50.0
50.00,0.174,0.00%,50.0
60.00,0.176,0.05%,50.0
70.00,0.171,0.00%,50.0
80.00,0.197,0.00%,50.0
90.00,0.159,0.03%,50.0
100.00,0.143,0.00%,50.0
110.00,0.186,0.00%,50.0
120.00,0.248,0.00%,50.0
130.00,0.233,0.00%,50.0
140.00,0.289,0.00%,50.0
150.00,0.232,0.00%,50.0
160.00,0.193,0.00%,50.0
170.00,0.198,0.00%,50.0
180.00,0.253,0.00%,50.0
190.00,0.199,0.00%,50.0
200.00,0.126,0.03%,50.0
210.00,0.206,0.00%,50.0
220.00,0.244,0.00%,50.0
230.00,0.145,0.00%,50.0
240.00,0.233,0.01%,50.0
250.00,0.177,0.00%,50.0
260.00,0.194,0.00%,50.0
270.00,0.173,0.02%,50.0
280.00,0.224,0.00%,50.0
290.00,0.184,0.00%,50.0
300.00,0.199,0.00%,50.0
