Second,Jitter,Loss,Bitrate
0.00,0.453,34.38%,26.1
10.00,0.457,34.40%,26.2
20.00,0.457,34.43%,26.2
30.00,0.466,34.41%,26.2
40.00,0.443,34.40%,26.2
50.00,0.460,35.62%,25.8
60.00,0.465,34.42%,26.2
70.00,0.491,34.41%,26.2
80.00,0.478,34.40%,26.2
90.00,0.474,34.40%,26.2
100.00,0.461,34.43%,26.2
110.00,0.462,34.41%,26.2
120.00,0.531,34.40%,26.2
130.00,0.460,34.41%,26.2
140.00,0.479,34.40%,26.2
150.00,0.437,34.40%,26.2
160.00,0.478,34.40%,26.2
170.00,0.435,34.43%,26.2
180.00,0.472,34.40%,26.2
190.00,0.454,34.40%,26.2
200.00,0.481,34.43%,26.2
210.00,0.439,34.40%,26.2
220.00,0.451,34.40%,26.2
230.00,0.453,34.40%,26.2
240.00,0.422,34.41%,26.2
250.00,0.444,34.40%,26.2
260.00,0.417,34.40%,26.2
270.00,0.456,34.40%,26.2
280.00,0.420,34.41%,26.2
290.00,0.477,34.40%,26.2
300.00,0.481,34.53%,26.1
