Second,Jitter,Loss,Bitrate
0.00,0.246,1.62%,78.3
10.00,0.265,1.60%,78.7
20.00,0.268,1.60%,78.7
30.00,0.246,1.60%,78.7
40.00,0.213,1.60%,78.7
50.00,0.233,1.62%,78.7
60.00,0.246,1.60%,78.7
70.00,0.257,1.67%,78.7
80.00,0.204,1.60%,78.7
90.00,0.241,1.60%,78.7
100.00,0.234,1.60%,78.7
110.00,0.196,1.67%,78.7
120.00,0.218,1.60%,78.7
130.00,0.237,1.60%,78.7
140.00,0.194,1.65%,78.7
150.00,0.236,1.61%,78.7
160.00,0.296,1.60%,78.7
170.00,0.236,1.61%,78.7
180.00,0.256,1.80%,78.6
190.00,0.226,1.60%,78.7
200.00,0.201,1.60%,78.7
210.00,0.251,1.60%,78.7
220.00,0.217,1.63%,78.7
230.00,0.249,1.64%,78.7
240.00,0.192,1.60%,78.7
250.00,0.268,1.63%,78.7
260.00,0.250,1.60%,78.7
270.00,0.270,1.60%,78.7
280.00,0.214,1.60%,78.7
290.00,0.252,1.63%,78.7
300.00,0.226,1.81%,79.2
