Second,Jitter,Loss,Bitrate
0.00,0.497,73.75%,26.1
10.00,0.443,73.76%,26.2
20.00,0.461,73.76%,26.2
30.00,0.454,73.76%,26.2
40.00,0.483,74.18%,25.8
50.00,0.480,73.77%,26.2
60.00,0.439,73.76%,26.2
70.00,0.472,73.76%,26.2
80.00,0.465,73.76%,26.2
90.00,0.482,73.77%,26.2
100.00,0.435,73.76%,26.2
110.00,0.467,73.76%,26.2
120.00,0.464,73.77%,26.2
130.00,0.494,73.76%,26.2
140.00,0.448,73.76%,26.2
150.00,0.461,73.76%,26.2
160.00,0.511,73.77%,26.2
170.00,0.473,73.76%,26.2
180.00,0.513,73.76%,26.2
190.00,0.499,73.77%,26.2
200.00,0.450,73.76%,26.2
210.00,0.471,73.76%,26.2
220.00,0.450,73.76%,26.2
230.00,0.485,73.77%,26.2
240.00,0.439,73.76%,26.2
250.00,0.480,73.76%,26.2
260.00,0.494,73.76%,26.2
270.00,0.477,73.77%,26.2
280.00,0.477,73.76%,26.2
290.00,0.439,73.76%,26.2
300.00,0.519,73.76%,26.2
