Second,Jitter,Loss,Bitrate
0.00,0.224,21.28%,78.4
10.00,0.277,21.34%,78.7
20.00,0.262,21.28%,78.7
30.00,0.246,21.28%,78.7
40.00,0.211,21.28%,78.7
50.00,0.263,21.32%,78.7
60.00,0.199,21.28%,78.7
70.00,0.246,21.28%,78.7
80.00,0.299,21.34%,78.7
90.00,0.221,21.28%,78.7
100.00,0.253,21.28%,78.7
110.00,0.242,21.28%,78.7
120.00,0.147,21.28%,78.7
130.00,0.215,21.28%,78.7
140.00,0.272,21.28%,78.7
150.00,0.192,21.28%,78.7
160.00,0.206,21.28%,78.7
170.00,0.225,21.28%,78.7
180.00,0.220,21.29%,78.7
190.00,0.210,21.32%,78.7
200.00,0.238,21.30%,78.7
210.00,0.257,21.29%,78.7
220.00,0.279,21.28%,78.7
230.00,0.221,21.29%,78.7
240.00,0.238,21.39%,78.6
250.00,0.221,21.28%,78.7
260.00,0.224,21.34%,78.7
270.00,0.272,21.28%,78.7
280.00,0.250,21.28%,78.7
290.00,0.185,21.28%,78.7
300.00,0.153,21.71%,78.7
