Second,Jitter,Loss,Bitrate
0.00,0.258,41.68%,52.3
10.00,0.277,41.69%,52.5
20.00,0.348,41.75%,52.4
30.00,0.395,41.69%,52.5
40.00,0.275,41.69%,52.5
50.00,0.298,41.72%,52.5
60.00,0.290,41.69%,52.5
70.00,0.299,41.69%,52.5
80.00,0.313,41.70%,52.5
90.00,0.318,41.72%,52.5
100.00,0.330,41.69%,52.5
110.00,0.343,41.69%,52.5
120.00,0.281,41.72%,52.5
130.00,0.350,41.69%,52.5
140.00,0.330,41.69%,52.5
150.00,0.232,41.69%,52.5
160.00,0.326,41.70%,52.5
170.00,0.343,41.69%,52.5
180.00,0.345,41.69%,52.5
190.00,0.265,41.69%,52.5
200.00,0.350,41.72%,52.4
210.00,0.313,41.69%,52.5
220.00,0.380,41.69%,52.5
230.00,0.367,41.69%,52.5
240.00,0.232,41.69%,52.5
250.00,0.287,52.28%,43.0
260.00,0.298,41.69%,52.5
270.00,0.353,41.69%,52.5
280.00,0.361,41.69%,52.5
290.00,0.346,41.69%,52.5
300.00,0.315,41.41%,52.7
