Second,Jitter,Loss,Bitrate
0.00,0.457,78.13%,26.1
10.00,0.474,78.13%,26.2
20.00,0.470,78.14%,26.2
30.00,0.488,78.13%,26.2
40.00,0.448,78.13%,26.2
50.00,0.475,78.14%,26.2
60.00,0.453,78.13%,26.2
70.00,0.450,78.14%,26.2
80.00,0.496,78.13%,26.2
90.00,0.490,78.13%,26.2
100.00,0.466,78.14%,26.2
110.00,0.456,78.13%,26.2
120.00,0.491,78.14%,26.2
130.00,0.458,78.13%,26.2
140.00,0.447,78.13%,26.2
150.00,0.466,78.13%,26.2
160.00,0.462,78.14%,26.2
170.00,0.474,78.13%,26.2
180.00,0.464,78.14%,26.2
190.00,0.475,78.13%,26.2
200.00,0.471,78.14%,26.2
210.00,0.478,78.13%,26.2
220.00,0.456,78.13%,26.2
230.00,0.471,78.14%,26.2
240.00,0.436,78.14%,26.2
250.00,0.463,78.14%,26.2
260.00,0.433,78.13%,26.2
270.00,0.457,78.14%,26.2
280.00,0.480,78.13%,26.2
290.00,0.446,78.13%,26.2
300.00,0.458,78.27%,26.0
