Second,Jitter,Loss,Bitrate
0.00,0.132,0.43%,99.1
10.00,0.212,0.00%,100
20.00,0.082,0.09%,99.9
30.00,0.182,0.00%,100
40.00,0.086,0.00%,100
50.00,0.097,0.00%,99.0
60.00,0.168,27.28%,73.5
70.00,0.066,0.00%,100
80.00,0.141,0.00%,100
90.00,0.109,0.02%,100
100.00,0.054,0.00%,100
110.00,0.074,0.00%,100
120.00,0.089,0.00%,100
130.00,0.184,0.02%,100
140.00,0.118,0.00%,100
150.00,0.038,0.00%,100
160.00,0.099,0.02%,100
170.00,0.186,0.02%,100
180.00,0.161,0.13%,99.9
190.00,0.103,0.02%,100
200.00,0.049,0.03%,100
210.00,0.138,0.02%,100
220.00,0.225,0.00%,100
230.00,0.026,0.00%,100
240.00,0.169,0.07%,99.9
250.00,0.109,0.01%,100
260.00,0.152,0.00%,100
270.00,0.098,0.08%,99.9
280.00,0.162,0.00%,100
290.00,0.110,0.00%,100
300.00,0.070,0.00%,99.5
