Second,Jitter,Loss,Bitrate
0.00,0.178,0.00%,49.8
10.00,0.197,0.00%,50.0
20.00,0.175,0.00%,50.0
30.00,0.179,0.06%,50.0
40.00,0.223,0.00%,50.0
50.00,0.195,0.00%,50.0
60.00,0.177,0.04%,50.0
70.00,0.213,0.00%,50.0
80.00,0.186,0.00%,50.0
90.00,0.188,0.00%,50.0
100.00,0.224,0.00%,50.0
110.00,0.194,0.00%,50.0
120.00,0.198,0.00%,50.0
130.00,0.220,0.05%,50.0
140.00,0.256,0.00%,50.0
150.00,0.238,0.00%,50.0
160.00,0.192,0.00%,50.0
170.00,0.159,0.01%,50.0
180.00,0.237,0.00%,50.0
190.00,0.211,0.00%,50.0
200.00,0.148,0.00%,50.0
210.00,0.201,0.06%,50.0
220.00,0.140,0.00%,50.0
230.00,0.198,0.00%,50.0
240.00,0.172,0.05%,50.0
250.00,0.258,0.00%,50.0
260.00,0.183,0.00%,50.0
270.00,0.219,0.00%,50.0
280.00,0.215,0.02%,50.0
290.00,0.206,0.00%,50.0
300.00,0.186,0.00%,49.5
