Second,Jitter,Loss,Bitrate
0.00,0.333,0.00%,19.9
10.00,0.323,0.00%,20.0
20.00,0.328,0.00%,20.0
30.00,0.318,0.00%,20.0
40.00,0.298,0.00%,20.0
50.00,0.292,0.00%,20.0
60.00,0.289,0.01%,20.0
70.00,0.298,0.00%,20.0
80.00,0.273,0.00%,20.0
90.00,0.351,0.00%,20.0
100.00,0.301,0.02%,20.0
110.00,0.336,0.00%,20.0
120.00,0.312,0.00%,20.0
130.00,0.291,0.00%,20.0
140.00,0.348,0.00%,20.0
150.00,0.310,0.00%,20.0
160.00,0.282,0.00%,20.0
170.00,0.345,0.17%,20.0
180.00,0.345,0.00%,20.0
190.00,0.350,0.00%,20.0
200.00,0.290,0.00%,20.0
210.00,0.299,0.00%,20.0
220.00,0.307,0.00%,20.0
230.00,0.295,0.00%,20.0
240.00,0.316,0.01%,20.0
250.00,0.345,0.00%,20.0
260.00,0.306,0.00%,20.0
270.00,0.280,0.00%,20.0
280.00,0.282,0.01%,20.0
290.00,0.308,0.00%,20.0
300.00,0.315,0.00%,19.8
