Second,Jitter,Loss,Bitrate
0.00,0.201,12.53%,78.4
10.00,0.200,12.54%,78.7
20.00,0.232,12.61%,78.7
30.00,0.287,12.54%,78.7
40.00,0.230,12.54%,78.7
50.00,0.210,12.56%,78.7
60.00,0.197,12.55%,78.7
70.00,0.259,12.54%,78.3
80.00,0.222,21.02%,71.4
90.00,0.263,12.55%,78.7
100.00,0.281,12.54%,78.7
110.00,0.248,12.54%,78.7
120.00,0.254,12.54%,78.7
130.00,0.238,12.56%,78.7
140.00,0.254,12.54%,78.7
150.00,0.222,12.54%,78.7
160.00,0.141,12.60%,78.7
170.00,0.227,12.54%,78.7
180.00,0.313,12.54%,78.7
190.00,0.234,12.54%,78.7
200.00,0.291,12.58%,78.7
210.00,0.240,12.54%,78.7
220.00,0.210,12.54%,78.7
230.00,0.229,12.55%,78.7
240.00,0.275,12.55%,78.7
250.00,0.190,12.54%,78.7
260.00,0.202,12.54%,78.7
270.00,0.209,12.61%,78.7
280.00,0.236,12.54%,78.7
290.00,0.269,12.54%,78.7
300.00,0.261,12.50%,78.6
