Second,Jitter,Loss,Bitrate
0.00,0.156,12.60%,104
10.00,0.097,12.54%,105
20.00,0.197,12.54%,105
30.00,0.143,12.54%,105
40.00,0.140,12.55%,105
50.00,0.147,12.54%,105
60.00,0.142,13.11%,104
70.00,0.153,12.55%,105
80.00,0.101,12.54%,105
90.00,0.170,12.54%,105
100.00,0.260,12.54%,105
110.00,0.177,12.60%,105
120.00,0.196,12.58%,105
130.00,0.059,12.54%,105
140.00,0.183,12.55%,105
150.00,0.174,12.58%,105
160.00,0.165,12.54%,105
170.00,0.056,12.54%,105
180.00,0.199,12.61%,105
190.00,0.218,12.54%,105
200.00,0.173,12.54%,105
210.00,0.130,12.54%,105
220.00,0.132,12.54%,105
230.00,0.207,12.54%,105
240.00,0.261,13.08%,104
250.00,0.121,12.56%,105
260.00,0.126,12.54%,105
270.00,0.143,12.54%,105
280.00,0.195,12.54%,105
290.00,0.128,12.56%,105
300.00,0.127,12.79%,108
