Second,Jitter,Loss,Bitrate
0.00,0.193,0.00%,39.8
10.00,0.182,0.02%,40.0
20.00,0.178,0.00%,40.0
30.00,0.154,0.00%,40.0
40.00,0.166,0.01%,40.0
50.00,0.171,0.00%,40.0
60.00,0.202,0.00%,40.0
70.00,0.204,0.00%,40.0
80.00,0.281,0.00%,40.0
90.00,0.171,0.00%,40.0
100.00,0.186,0.00%,40.0
110.00,0.206,0.01%,40.0
120.00,0.169,0.00%,40.0
130.00,0.225,0.00%,40.0
140.00,0.181,0.00%,40.0
150.00,0.228,0.01%,40.0
160.00,0.183,0.00%,40.0
170.00,0.210,0.00%,40.0
180.00,0.206,0.00%,40.0
190.00,0.193,0.33%,39.9
200.00,0.220,4.14%,38.4
210.00,0.203,0.00%,40.0
220.00,0.210,0.00%,40.0
230.00,0.170,0.00%,40.0
240.00,0.194,0.00%,40.0
250.00,0.241,0.00%,40.0
260.00,0.247,0.03%,40.0
270.00,0.146,0.00%,40.0
280.00,0.213,0.00%,40.0
290.00,0.199,0.00%,40.0
300.00,0.189,0.00%,39.9
