Second,Jitter,Loss,Bitrate
0.00,0.356,12.53%,52.3
10.00,0.296,12.54%,52.5
20.00,0.300,12.54%,52.5
30.00,0.352,12.54%,52.5
40.00,0.320,12.59%,52.4
50.00,0.315,12.53%,52.5
60.00,0.372,12.55%,52.5
70.00,0.254,12.54%,52.5
80.00,0.308,12.58%,52.5
90.00,0.311,12.54%,52.5
100.00,0.341,12.54%,52.5
110.00,2.056,13.66%,49.6
120.00,0.307,22.39%,48.5
130.00,0.291,12.54%,52.5
140.00,0.347,12.54%,52.5
150.00,0.326,12.59%,52.4
160.00,0.331,12.54%,52.5
170.00,0.361,12.54%,52.5
180.00,0.376,12.54%,52.5
190.00,0.342,12.56%,52.5
200.00,0.323,12.54%,52.5
210.00,0.361,12.53%,52.5
220.00,0.307,12.59%,52.4
230.00,0.347,12.54%,52.5
240.00,0.316,12.54%,52.5
250.00,0.295,12.54%,52.5
260.00,0.323,12.55%,52.5
270.00,0.305,12.54%,52.5
280.00,0.293,12.54%,52.5
290.00,0.295,12.54%,52.5
300.00,0.398,12.73%,49.7
