Second,Jitter,Loss,Bitrate
0.00,0.336,25.02%,52.3
10.00,0.360,25.07%,52.4
20.00,0.353,25.03%,52.5
30.00,0.293,25.03%,52.5
40.00,0.410,25.03%,52.5
50.00,0.299,25.06%,52.5
60.00,0.300,25.03%,52.5
70.00,0.322,25.03%,52.5
80.00,0.339,25.03%,52.5
90.00,0.356,25.05%,52.5
100.00,0.316,25.04%,52.5
110.00,0.359,25.03%,52.5
120.00,0.291,25.05%,52.5
130.00,0.337,25.03%,52.5
140.00,0.330,25.03%,52.5
150.00,0.356,25.03%,52.5
160.00,0.343,25.05%,52.5
170.00,0.300,25.03%,52.5
180.00,0.329,25.03%,52.5
190.00,0.338,25.07%,52.4
200.00,0.295,25.03%,52.5
210.00,0.372,25.03%,52.5
220.00,0.307,25.03%,52.5
230.00,0.346,25.04%,52.5
240.00,0.299,25.03%,52.5
250.00,0.377,25.03%,52.5
260.00,0.340,25.03%,52.5
270.00,0.304,25.06%,52.5
280.00,0.359,25.03%,52.5
290.00,0.292,25.03%,52.5
300.00,0.305,25.20%,51.9
