Second,Jitter,Loss,Bitrate
0.00,0.223,12.54%,78.4
10.00,0.255,30.97%,62.1
20.00,0.181,12.60%,78.7
30.00,0.215,12.54%,78.7
40.00,0.195,12.54%,78.7
50.00,0.238,12.54%,78.7
60.00,0.227,12.56%,78.7
70.00,0.262,12.54%,78.7
80.00,0.233,12.54%,78.7
90.00,0.203,12.54%,78.7
100.00,0.243,12.54%,78.7
110.00,0.242,12.54%,78.7
120.00,0.236,12.54%,78.7
130.00,0.133,12.55%,78.7
140.00,0.262,12.54%,78.7
150.00,0.191,12.54%,78.7
160.00,0.218,12.54%,78.7
170.00,0.256,12.56%,78.7
180.00,0.267,12.54%,78.7
190.00,0.204,12.54%,78.7
200.00,0.262,12.58%,78.7
210.00,0.234,12.54%,78.7
220.00,0.240,12.54%,78.7
230.00,0.215,12.54%,78.7
240.00,0.280,12.54%,78.7
250.00,0.279,12.54%,78.7
260.00,0.249,12.54%,78.7
270.00,0.190,12.54%,78.7
280.00,0.198,12.59%,78.7
290.00,0.250,12.54%,78.7
300.00,0.233,12.53%,79.0
