Second,Jitter,Loss,Bitrate
0.00,0.476,12.51%,26.1
10.00,0.432,12.55%,26.2
20.00,0.464,12.54%,26.2
30.00,0.481,12.54%,26.2
40.00,0.474,12.54%,26.2
50.00,0.477,12.54%,26.2
60.00,0.467,12.54%,26.2
70.00,0.482,12.54%,26.2
80.00,0.478,12.57%,26.2
90.00,0.469,12.54%,26.2
100.00,0.466,12.54%,26.2
110.00,0.445,12.58%,26.2
120.00,0.480,12.54%,26.2
130.00,0.472,12.54%,26.2
140.00,0.502,12.54%,26.2
150.00,0.497,12.57%,26.2
160.00,0.481,12.54%,26.2
170.00,0.453,12.54%,26.2
180.00,0.504,12.54%,26.2
190.00,0.536,12.57%,26.2
200.00,0.479,12.54%,26.2
210.00,0.472,12.54%,26.2
220.00,0.508,12.57%,26.2
230.00,0.485,12.54%,26.2
240.00,0.456,12.54%,26.2
250.00,0.468,12.54%,26.2
260.00,0.488,12.54%,26.2
270.00,0.543,12.54%,26.2
280.00,0.491,12.54%,26.2
290.00,0.466,12.54%,26.2
300.00,0.501,12.50%,25.7
