Second,Jitter,Loss,Bitrate
0.00,0.335,12.56%,52.2
10.00,0.288,12.54%,52.5
20.00,0.299,12.54%,52.5
30.00,0.361,12.54%,52.5
40.00,0.313,12.59%,52.4
50.00,0.350,12.54%,52.5
60.00,0.279,12.54%,52.5
70.00,0.282,12.55%,52.5
80.00,0.320,12.54%,52.5
90.00,0.335,12.54%,52.5
100.00,0.313,12.54%,52.5
110.00,0.222,17.59%,49.3
120.00,0.291,17.91%,49.4
130.00,0.341,12.54%,52.5
140.00,0.283,12.54%,52.5
150.00,0.262,12.58%,52.5
160.00,0.304,12.54%,52.5
170.00,0.310,12.54%,52.5
180.00,0.286,12.59%,52.5
190.00,0.301,12.54%,52.5
200.00,0.352,12.54%,52.5
210.00,0.292,12.54%,52.5
220.00,0.372,12.58%,52.5
230.00,0.333,12.54%,52.5
240.00,0.367,12.53%,52.5
250.00,0.350,12.54%,52.5
260.00,0.329,12.59%,52.4
270.00,0.417,12.54%,52.5
280.00,0.347,12.54%,52.5
290.00,0.308,12.55%,52.5
300.00,0.275,13.33%,51.8
