Second,Jitter,Loss,Bitrate
0.00,0.157,0.00%,59.7
10.00,0.205,0.00%,60.0
20.00,0.185,0.02%,60.0
30.00,0.189,0.00%,60.0
40.00,0.205,0.00%,60.0
50.00,0.192,0.00%,60.0
60.00,0.196,0.00%,60.0
70.00,0.193,0.00%,60.0
80.00,0.158,0.00%,60.0
90.00,0.187,0.05%,60.0
100.00,0.182,0.00%,60.0
110.00,0.183,0.00%,60.0
120.00,0.205,0.00%,60.0
130.00,0.117,0.02%,60.0
140.00,0.151,0.00%,60.0
150.00,0.179,0.00%,60.0
160.00,0.163,0.00%,60.0
170.00,0.160,0.05%,60.0
180.00,0.223,0.00%,60.0
190.00,0.106,0.00%,60.0
200.00,0.199,0.05%,60.0
210.00,0.193,0.00%,60.0
220.00,0.199,0.00%,60.0
230.00,0.171,0.00%,60.0
240.00,0.235,0.02%,60.0
250.00,0.227,0.00%,60.0
260.00,0.203,0.00%,60.0
270.00,0.227,0.00%,60.0
280.00,0.171,0.01%,60.0
290.00,0.171,0.00%,60.0
300.00,0.183,0.00%,60.0
