Second,Jitter,Loss,Bitrate
0.00,0.242,0.00%,39.8
10.00,0.185,0.00%,40.0
20.00,0.136,0.00%,40.0
30.00,0.207,0.05%,40.0
40.00,0.191,0.00%,40.0
50.00,0.173,0.00%,40.0
60.00,0.176,0.00%,40.0
70.00,0.217,0.00%,40.0
80.00,0.193,0.00%,40.0
90.00,0.244,0.00%,40.0
100.00,0.127,0.01%,40.0
110.00,0.210,0.00%,40.0
120.00,0.184,0.00%,40.0
130.00,0.170,0.00%,40.0
140.00,0.246,0.00%,40.0
150.00,0.173,0.00%,40.0
160.00,0.196,0.00%,40.0
170.00,0.237,0.00%,40.0
180.00,0.176,0.00%,40.0
190.00,0.222,0.00%,40.0
200.00,0.169,0.00%,40.0
210.00,0.144,0.03%,40.0
220.00,0.264,0.00%,40.0
230.00,0.179,0.00%,40.0
240.00,0.129,0.00%,40.0
250.00,0.176,0.02%,40.0
260.00,0.169,0.00%,40.0
270.00,0.192,0.00%,40.0
280.00,0.183,3.42%,38.6
290.00,0.205,0.04%,40.0
300.00,0.190,0.00%,39.8
