Second,Jitter,Loss,Bitrate
0.00,0.202,0.00%,49.8
10.00,0.201,0.00%,50.0
20.00,0.182,0.00%,50.0
30.00,0.270,0.04%,50.0
40.00,0.268,0.00%,50.0
50.00,0.196,0.00%,50.0
60.00,0.187,0.00%,50.0
70.00,0.192,0.04%,50.0
80.00,0.186,0.00%,50.0
90.00,0.203,0.00%,50.0
100.00,0.220,1.11%,49.4
110.00,0.218,0.02%,50.0
120.00,0.194,0.00%,50.0
130.00,0.182,0.00%,50.0
140.00,0.160,0.01%,50.0
150.00,0.191,0.00%,50.0
160.00,0.167,0.00%,50.0
170.00,0.200,0.00%,50.0
180.00,0.179,9.68%,45.2
190.00,0.219,0.00%,50.0
200.00,0.276,0.00%,50.0
210.00,0.206,0.00%,50.0
220.00,0.175,0.04%,50.0
230.00,0.185,0.00%,50.0
240.00,0.207,0.00%,50.0
250.00,0.200,0.01%,50.0
260.00,0.173,0.00%,50.0
270.00,0.197,0.00%,50.0
280.00,0.165,0.00%,50.0
290.00,0.205,0.04%,50.0
300.00,0.178,0.00%,49.6
