Second,Jitter,Loss,Bitrate
0.00,0.343,0.00%,29.9
10.00,0.422,0.00%,30.0
20.00,0.321,0.00%,30.0
30.00,0.232,0.00%,30.0
40.00,0.261,0.00%,30.0
50.00,0.234,0.00%,30.0
60.00,0.300,0.00%,30.0
70.00,0.302,0.00%,30.0
80.00,0.257,0.00%,30.0
90.00,0.285,0.00%,30.0
100.00,0.235,0.00%,30.0
110.00,0.297,0.00%,30.0
120.00,0.206,0.00%,30.0
130.00,0.296,0.00%,30.0
140.00,0.262,0.00%,30.0
150.00,0.235,0.00%,30.0
160.00,0.253,0.02%,30.0
170.00,0.219,0.00%,30.0
180.00,0.267,0.00%,30.0
190.00,0.223,0.00%,30.0
200.00,0.278,0.00%,30.0
210.00,0.282,0.00%,30.0
220.00,0.259,0.00%,30.0
230.00,0.258,0.01%,30.0
240.00,0.304,0.00%,30.0
250.00,0.270,0.00%,30.0
260.00,0.292,0.00%,30.0
270.00,0.286,0.01%,30.0
280.00,0.282,0.00%,30.0
290.00,0.283,0.00%,30.0
300.00,0.310,0.00%,29.7
