Second,Jitter,Loss,Bitrate
0.00,0.206,0.00%,49.8
10.00,0.168,0.00%,50.0
20.00,0.176,0.00%,50.0
30.00,0.223,0.00%,50.0
40.00,0.209,0.00%,50.0
50.00,0.173,0.00%,50.0
60.00,0.130,0.00%,50.0
70.00,0.237,0.00%,50.0
80.00,0.779,1.09%,49.0
90.00,0.196,8.68%,46.1
100.00,0.238,0.05%,50.0
110.00,0.198,0.00%,50.0
120.00,0.233,0.00%,50.0
130.00,0.266,0.00%,50.0
140.00,0.188,0.02%,50.0
150.00,0.216,0.00%,50.0
160.00,0.269,0.00%,50.0
170.00,0.202,0.04%,50.0
180.00,0.149,0.00%,50.0
190.00,0.180,0.00%,50.0
200.00,0.174,0.00%,50.0
210.00,0.232,0.05%,50.0
220.00,0.213,0.00%,50.0
230.00,0.277,0.00%,50.0
240.00,0.190,0.00%,50.0
250.00,0.197,0.04%,50.0
260.00,0.182,0.00%,50.0
270.00,0.218,0.00%,50.0
280.00,0.203,0.07%,50.0
290.00,0.218,0.00%,50.0
300.00,0.198,0.00%,50.4
