Second,Jitter,Loss,Bitrate
0.00,0.231,28.50%,78.3
10.00,0.190,28.44%,78.7
20.00,0.270,28.44%,78.7
30.00,0.253,28.49%,78.7
40.00,0.203,28.44%,78.7
50.00,0.184,28.44%,78.7
60.00,0.226,28.51%,78.6
70.00,0.236,28.49%,78.7
80.00,0.258,28.44%,78.7
90.00,0.206,28.44%,78.7
100.00,0.251,28.49%,78.7
110.00,0.233,28.44%,78.7
120.00,0.256,28.44%,78.7
130.00,0.305,28.44%,78.7
140.00,0.182,28.49%,78.7
150.00,0.251,28.44%,78.7
160.00,0.250,28.44%,78.7
170.00,0.277,28.45%,78.7
180.00,0.241,28.46%,78.7
190.00,0.218,28.44%,78.7
200.00,0.235,28.45%,78.7
210.00,0.198,28.48%,78.7
220.00,0.278,28.44%,78.7
230.00,0.165,28.44%,78.7
240.00,0.213,28.44%,78.7
250.00,0.298,28.48%,78.7
260.00,0.253,28.44%,78.7
270.00,0.252,28.44%,78.7
280.00,0.220,28.44%,78.7
290.00,0.251,28.45%,78.7
300.00,0.198,28.43%,78.5
