Second,Jitter,Loss,Bitrate
0.00,0.120,0.00%,59.7
10.00,0.204,0.01%,60.0
20.00,0.193,0.00%,60.0
30.00,0.186,10.61%,53.6
40.00,0.184,0.00%,60.0
50.00,0.152,0.01%,60.0
60.00,0.160,0.00%,60.0
70.00,0.153,0.00%,60.0
80.00,0.156,0.07%,60.0
90.00,0.152,0.00%,60.0
100.00,0.181,0.00%,60.0
110.00,0.153,0.00%,60.0
120.00,0.142,0.07%,60.0
130.00,0.137,0.00%,60.0
140.00,0.246,0.00%,60.0
150.00,0.139,0.00%,60.0
160.00,0.182,0.00%,60.0
170.00,0.174,0.00%,60.0
180.00,0.151,0.00%,60.0
190.00,0.147,0.00%,60.0
200.00,0.099,0.00%,60.0
210.00,0.196,0.00%,60.0
220.00,0.134,0.00%,60.0
230.00,0.173,0.07%,60.0
240.00,0.211,0.00%,60.0
250.00,0.108,0.00%,60.0
260.00,0.200,0.02%,60.0
270.00,0.219,0.00%,60.0
280.00,0.153,0.00%,60.0
290.00,0.142,0.00%,60.0
300.00,0.124,0.00%,60.0
