Second,Jitter,Loss,Bitrate
0.00,0.026,0.00%,9.96
10.00,0.067,0.00%,10.0
20.00,0.041,0.00%,10.0
30.00,0.023,0.00%,10.0
40.00,0.056,0.00%,10.0
50.00,0.017,0.00%,10.0
60.00,0.064,0.00%,10.0
70.00,0.102,0.00%,10.0
80.00,0.044,0.00%,10.0
90.00,0.060,0.00%,10.0
100.00,0.142,0.00%,10.0
110.00,0.046,0.00%,10.0
120.00,0.041,0.00%,10.0
130.00,0.084,0.00%,10.0
140.00,0.047,0.00%,10.0
150.00,0.053,0.00%,10.0
160.00,0.063,0.00%,10.0
170.00,0.047,0.00%,10.0
180.00,0.055,0.00%,10.0
190.00,0.161,0.00%,10.0
200.00,0.021,0.00%,10.0
210.00,0.056,0.00%,10.0
220.00,0.034,0.00%,10.0
230.00,0.019,0.00%,10.0
240.00,0.055,0.00%,10.0
250.00,0.044,0.00%,10.0
260.00,0.033,0.00%,10.0
270.00,0.051,0.00%,10.0
280.00,0.042,0.00%,10.0
290.00,0.063,0.00%,10.0
300.00,0.143,0.00%,10.1
