Second,Jitter,Loss,Bitrate
0.00,0.288,52.30%,52.2
10.00,0.334,52.29%,52.5
20.00,0.260,52.29%,52.5
30.00,0.283,52.29%,52.5
40.00,0.340,52.30%,52.5
50.00,0.343,52.29%,52.5
60.00,0.315,52.29%,52.5
70.00,0.297,52.32%,52.4
80.00,0.383,52.29%,52.5
90.00,0.292,52.30%,52.5
100.00,0.368,52.29%,52.5
110.00,0.229,57.02%,43.9
120.00,0.350,52.99%,55.4
130.00,0.290,52.29%,52.5
140.00,0.290,52.30%,52.5
150.00,0.351,52.29%,52.5
160.00,0.305,52.29%,52.5
170.00,0.292,52.29%,52.5
180.00,0.360,52.32%,52.4
190.00,0.359,52.29%,52.5
200.00,0.300,52.29%,52.5
210.00,0.338,52.29%,52.5
220.00,0.330,52.32%,52.4
230.00,0.342,52.29%,52.5
240.00,0.356,52.30%,52.5
250.00,0.278,52.32%,52.4
260.00,0.326,52.29%,52.5
270.00,0.280,52.29%,52.5
280.00,0.290,52.29%,52.5
290.00,0.331,52.32%,52.5
300.00,0.341,52.12%,52.8
