Second,Jitter,Loss,Bitrate
0.00,0.302,25.02%,52.3
10.00,0.378,25.07%,52.4
20.00,0.272,25.03%,52.5
30.00,0.319,25.03%,52.5
40.00,0.251,25.04%,52.5
50.00,0.316,25.03%,52.5
60.00,0.281,25.03%,52.5
70.00,0.356,25.03%,52.5
80.00,0.279,25.06%,52.5
90.00,0.316,25.03%,52.5
100.00,0.325,25.03%,52.5
110.00,0.350,25.03%,52.5
120.00,0.354,25.03%,52.5
130.00,0.340,25.03%,52.5
140.00,0.336,25.03%,52.5
150.00,0.327,25.08%,52.4
160.00,0.416,25.03%,52.5
170.00,0.411,25.03%,52.5
180.00,0.355,25.03%,52.5
190.00,0.354,25.03%,52.5
200.00,0.379,25.03%,52.5
210.00,0.375,25.03%,52.5
220.00,0.325,25.05%,52.5
230.00,0.371,25.03%,52.5
240.00,0.364,25.03%,52.5
250.00,0.242,25.03%,52.5
260.00,0.342,25.08%,52.4
270.00,0.334,25.03%,52.5
280.00,0.314,25.03%,52.5
290.00,0.362,25.04%,52.5
300.00,0.272,25.20%,52.1
