Second,Jitter,Loss,Bitrate
0.00,0.156,0.00%,59.7
10.00,0.127,0.01%,60.0
20.00,0.190,2.91%,56.7
30.00,0.165,12.89%,53.7
40.00,0.184,0.06%,60.0
50.00,0.165,0.00%,60.0
60.00,0.168,0.03%,60.0
70.00,0.141,0.00%,60.0
80.00,0.155,0.04%,60.0
90.00,0.145,0.00%,60.0
100.00,0.174,0.00%,60.0
110.00,0.170,0.00%,60.0
120.00,0.183,0.06%,60.0
130.00,0.216,0.00%,60.0
140.00,0.168,0.00%,60.0
150.00,0.080,0.00%,60.0
160.00,0.089,0.00%,60.0
170.00,0.189,0.00%,60.0
180.00,0.118,0.00%,60.0
190.00,0.180,0.00%,60.0
200.00,0.113,0.00%,60.0
210.00,0.215,0.00%,60.0
220.00,0.234,0.00%,60.0
230.00,0.188,0.00%,60.0
240.00,0.235,0.00%,60.0
250.00,0.167,0.00%,60.0
260.00,0.189,0.05%,60.0
270.00,0.140,0.00%,60.0
280.00,0.177,0.00%,60.0
290.00,0.149,0.00%,60.0
300.00,0.227,0.00%,60.4
