Second,Jitter,Loss,Bitrate
0.00,0.036,0.00%,9.96
10.00,0.046,0.00%,10.0
20.00,0.060,0.00%,10.0
30.00,0.077,0.00%,10.0
40.00,0.081,0.00%,10.0
50.00,0.067,0.00%,10.0
60.00,0.012,0.00%,10.0
70.00,0.101,0.00%,10.0
80.00,0.057,0.00%,10.0
90.00,0.082,0.00%,10.0
100.00,0.055,0.00%,10.0
110.00,0.105,0.00%,10.0
120.00,0.066,0.00%,10.0
130.00,0.029,0.00%,10.0
140.00,0.046,0.00%,10.0
150.00,0.029,0.00%,10.0
160.00,0.058,0.00%,10.0
170.00,0.081,0.00%,10.0
180.00,0.030,0.00%,10.0
190.00,0.070,0.00%,10.0
200.00,0.061,0.00%,10.0
210.00,0.055,0.00%,10.0
220.00,0.036,0.00%,10.0
230.00,0.055,0.00%,10.0
240.00,0.014,0.00%,10.0
250.00,0.016,0.00%,10.0
260.00,0.015,0.00%,10.0
270.00,0.074,0.00%,10.0
280.00,0.130,0.00%,10.0
290.00,0.026,0.00%,10.0
300.00,0.048,0.00%,9.99
