Second,Jitter,Loss,Bitrate
0.00,0.220,0.00%,39.8
10.00,0.219,0.00%,40.0
20.00,0.214,0.00%,40.0
30.00,0.216,0.03%,40.0
40.00,0.147,0.00%,40.0
50.00,0.221,1.40%,39.4
60.00,0.198,0.00%,40.0
70.00,0.169,0.04%,40.0
80.00,0.128,0.00%,40.0
90.00,0.165,0.00%,40.0
100.00,0.201,0.03%,40.0
110.00,0.171,0.00%,40.0
120.00,0.196,0.00%,40.0
130.00,0.187,0.00%,40.0
140.00,0.191,0.03%,40.0
150.00,0.205,0.00%,40.0
160.00,0.176,0.00%,40.0
170.00,0.158,0.00%,40.0
180.00,0.187,0.00%,40.0
190.00,0.244,0.00%,40.0
200.00,0.186,0.00%,40.0
210.00,0.174,0.04%,40.0
220.00,0.216,0.00%,40.0
230.00,0.154,0.00%,40.0
240.00,0.159,0.00%,40.0
250.00,0.207,0.00%,40.0
260.00,0.184,0.00%,40.0
270.00,0.165,0.00%,40.0
280.00,0.193,0.01%,40.0
290.00,0.216,0.00%,40.0
300.00,0.284,0.00%,39.8
