Second,Jitter,Loss,Bitrate
0.00,0.262,1.62%,78.3
10.00,0.272,1.60%,78.7
20.00,0.239,1.64%,78.7
30.00,0.144,1.63%,78.7
40.00,0.260,1.67%,78.7
50.00,0.183,1.60%,78.7
60.00,0.184,1.60%,78.7
70.00,0.245,1.60%,78.7
80.00,0.262,1.60%,78.7
90.00,0.256,1.60%,78.7
100.00,0.214,1.60%,78.7
110.00,0.201,1.66%,78.7
120.00,0.222,1.60%,78.7
130.00,0.234,1.60%,78.7
140.00,0.256,1.60%,78.7
150.00,0.200,1.65%,78.7
160.00,0.247,1.60%,78.7
170.00,0.246,1.60%,78.7
180.00,0.258,1.68%,78.7
190.00,0.180,1.60%,78.7
200.00,0.281,1.60%,78.7
210.00,0.199,1.60%,78.7
220.00,0.268,1.68%,78.7
230.00,0.226,1.63%,78.7
240.00,0.240,1.60%,78.7
250.00,0.217,1.64%,78.7
260.00,0.256,1.60%,78.7
270.00,0.182,1.61%,78.7
280.00,0.118,1.60%,78.7
290.00,0.190,1.71%,78.6
300.00,0.196,1.64%,78.1
