Second,Jitter,Loss,Bitrate
0.00,0.418,25.02%,52.2
10.00,0.381,25.08%,52.4
20.00,0.306,25.03%,52.5
30.00,0.291,25.03%,52.5
40.00,0.335,25.03%,52.5
50.00,0.333,25.03%,52.5
60.00,0.309,25.03%,52.5
70.00,0.336,25.03%,52.5
80.00,0.294,25.04%,52.5
90.00,0.327,25.03%,52.5
100.00,0.365,25.03%,52.5
110.00,0.300,25.03%,52.5
120.00,0.332,25.08%,52.4
130.00,0.345,25.03%,52.5
140.00,0.285,25.03%,52.5
150.00,0.292,25.08%,52.4
160.00,0.294,25.03%,52.5
170.00,0.351,25.03%,52.5
180.00,0.328,25.03%,52.5
190.00,0.327,25.07%,52.5
200.00,0.397,25.03%,52.5
210.00,0.344,25.03%,52.5
220.00,0.338,25.03%,52.5
230.00,0.213,25.08%,52.4
240.00,0.336,25.03%,52.5
250.00,0.365,25.03%,52.5
260.00,0.302,25.06%,52.5
270.00,0.343,25.03%,52.5
280.00,0.380,25.03%,52.5
290.00,0.300,25.03%,52.5
300.00,0.313,25.00%,52.3
