Second,Jitter,Loss,Bitrate
0.00,0.465,70.84%,26.1
10.00,0.483,70.84%,26.2
20.00,0.451,70.85%,26.2
30.00,0.482,70.85%,26.2
40.00,0.593,70.86%,26.2
50.00,0.475,70.85%,26.2
60.00,0.459,70.84%,26.2
70.00,0.483,70.85%,26.2
80.00,0.452,70.85%,26.2
90.00,0.469,70.85%,26.2
100.00,0.495,70.85%,26.2
110.00,0.453,70.85%,26.2
120.00,0.475,70.85%,26.2
130.00,0.485,71.00%,25.9
140.00,0.453,71.45%,25.8
150.00,0.471,70.85%,26.2
160.00,0.417,70.85%,26.2
170.00,0.453,70.85%,26.2
180.00,0.464,70.85%,26.2
190.00,0.508,70.85%,26.2
200.00,0.485,70.85%,26.2
210.00,0.468,70.85%,26.2
220.00,0.453,70.85%,26.2
230.00,0.475,70.85%,26.2
240.00,0.486,70.85%,26.2
250.00,0.479,70.86%,26.2
260.00,0.473,70.84%,26.2
270.00,0.450,70.85%,26.2
280.00,0.455,70.85%,26.2
290.00,0.479,70.85%,26.2
300.00,0.434,71.15%,26.0
