Second,Jitter,Loss,Bitrate
0.00,0.156,0.07%,99.5
10.00,0.119,0.00%,100
20.00,0.117,0.00%,100
30.00,0.217,0.00%,100
40.00,0.128,0.00%,100
50.00,0.213,0.00%,100
60.00,0.040,0.33%,99.7
70.00,0.135,0.03%,100
80.00,0.078,0.00%,100
90.00,0.034,0.00%,100
100.00,0.236,0.00%,100
110.00,0.088,0.08%,99.9
120.00,0.220,0.01%,100
130.00,0.197,0.00%,100
140.00,0.162,0.07%,99.9
150.00,0.094,0.00%,100
160.00,0.082,0.00%,100
170.00,0.117,0.02%,100
180.00,0.129,0.00%,100
190.00,0.114,0.00%,100
200.00,0.049,0.00%,100
210.00,0.093,0.00%,100
220.00,0.099,0.06%,99.9
230.00,0.053,0.01%,100
240.00,0.161,0.00%,100
250.00,0.307,0.08%,99.9
260.00,0.155,0.00%,100
270.00,0.123,0.00%,100
280.00,0.166,0.00%,100
290.00,0.143,0.09%,99.9
300.00,0.129,0.00%,103
