Second,Jitter,Loss,Bitrate
0.00,0.144,0.00%,79.7
10.00,0.181,0.07%,79.9
20.00,0.176,0.01%,80.0
30.00,0.175,0.00%,80.0
40.00,0.156,0.06%,80.0
50.00,0.155,0.00%,80.0
60.00,0.132,0.00%,80.0
70.00,0.136,0.00%,80.0
80.00,0.129,0.08%,79.9
90.00,0.151,0.00%,80.0
100.00,0.190,0.00%,80.0
110.00,0.159,0.00%,80.0
120.00,0.168,0.11%,79.9
130.00,0.187,0.00%,80.0
140.00,0.109,0.00%,80.0
150.00,0.223,0.06%,79.9
160.00,0.166,0.00%,80.0
170.00,0.170,0.00%,80.0
180.00,0.179,0.00%,80.0
190.00,0.180,0.07%,79.9
200.00,0.152,0.00%,80.0
210.00,0.141,1.58%,78.7
220.00,0.174,0.07%,79.9
230.00,0.195,0.00%,80.0
240.00,0.120,0.00%,80.0
250.00,0.136,0.01%,80.0
260.00,0.056,0.08%,79.9
270.00,0.180,0.00%,80.0
280.00,0.190,0.00%,80.0
290.00,0.221,0.00%,80.0
300.00,0.129,0.00%,81.5
