Second,Jitter,Loss,Bitrate
0.00,0.264,47.52%,52.2
10.00,0.390,47.54%,52.5
20.00,0.375,47.52%,52.5
30.00,0.294,47.52%,52.5
40.00,0.358,47.55%,52.4
50.00,0.358,47.52%,52.5
60.00,0.335,47.52%,52.5
70.00,0.349,47.52%,52.5
80.00,0.353,47.56%,52.4
90.00,0.273,47.52%,52.5
100.00,0.290,47.52%,52.5
110.00,0.327,47.55%,52.4
120.00,0.314,47.52%,52.5
130.00,0.364,47.52%,52.5
140.00,0.287,47.52%,52.5
150.00,0.256,47.55%,52.5
160.00,0.314,47.52%,52.5
170.00,0.391,47.52%,52.5
180.00,0.291,47.52%,52.5
190.00,0.323,47.54%,52.5
200.00,0.328,47.52%,52.5
210.00,0.318,47.52%,52.5
220.00,0.365,47.56%,52.4
230.00,0.339,47.52%,52.5
240.00,0.359,47.52%,52.5
250.00,0.338,47.52%,52.5
260.00,0.262,47.55%,52.5
270.00,0.273,47.52%,52.5
280.00,0.349,47.52%,52.5
290.00,0.319,47.55%,52.4
300.00,0.351,47.71%,52.1
