Second,Jitter,Loss,Bitrate
0.00,0.451,78.13%,26.1
10.00,0.487,78.14%,26.2
20.00,0.459,78.14%,26.2
30.00,0.453,78.13%,26.2
40.00,0.487,78.14%,26.2
50.00,0.469,78.13%,26.2
60.00,0.460,78.14%,26.2
70.00,0.428,78.13%,26.2
80.00,0.462,78.14%,26.2
90.00,0.460,78.13%,26.2
100.00,0.477,78.13%,26.2
110.00,0.460,78.14%,26.2
120.00,0.463,78.13%,26.2
130.00,0.446,78.13%,26.2
140.00,0.466,78.13%,26.2
150.00,0.469,78.14%,26.2
160.00,0.496,78.13%,26.2
170.00,0.471,78.13%,26.2
180.00,0.471,78.13%,26.2
190.00,0.456,78.14%,26.2
200.00,0.449,78.13%,26.2
210.00,0.491,78.13%,26.2
220.00,0.485,78.14%,26.2
230.00,0.472,78.14%,26.2
240.00,0.439,78.14%,26.2
250.00,0.465,78.13%,26.2
260.00,0.487,78.15%,26.2
270.00,0.494,78.35%,26.0
280.00,0.463,78.14%,26.2
290.00,0.466,78.14%,26.2
300.00,0.499,78.20%,26.2
