Second,Jitter,Loss,Bitrate
0.00,0.336,41.68%,52.2
10.00,0.264,41.73%,52.4
20.00,0.314,41.69%,52.5
30.00,0.360,41.69%,52.5
40.00,0.413,41.69%,52.5
50.00,0.291,41.70%,52.5
60.00,0.359,41.69%,52.5
70.00,0.308,41.69%,52.5
80.00,0.330,41.72%,52.5
90.00,0.338,41.69%,52.5
100.00,0.278,41.69%,52.5
110.00,0.306,41.69%,52.5
120.00,0.370,41.71%,52.5
130.00,0.379,41.70%,52.5
140.00,0.388,41.69%,52.5
150.00,0.360,41.72%,52.4
160.00,0.364,41.69%,52.5
170.00,0.353,41.69%,52.5
180.00,0.312,41.69%,52.5
190.00,0.351,41.72%,52.5
200.00,0.347,41.71%,52.5
210.00,0.312,41.69%,52.5
220.00,0.324,41.69%,52.5
230.00,0.281,41.73%,52.4
240.00,0.371,49.00%,45.9
250.00,0.359,41.69%,52.5
260.00,0.435,41.72%,52.4
270.00,0.369,41.69%,52.5
280.00,0.285,41.69%,52.5
290.00,0.306,41.69%,52.5
300.00,0.296,41.83%,52.2
