Second,Jitter,Loss,Bitrate
0.00,0.128,12.53%,78.4
10.00,0.269,12.54%,78.7
20.00,0.268,12.54%,78.7
30.00,0.257,12.58%,78.7
40.00,0.245,12.54%,78.7
50.00,0.227,12.54%,78.7
60.00,0.148,12.56%,78.7
70.00,0.276,12.54%,78.7
80.00,0.282,12.54%,78.7
90.00,0.246,12.54%,78.7
100.00,0.258,12.60%,78.7
110.00,0.259,12.54%,78.7
120.00,0.257,12.54%,78.7
130.00,0.225,12.54%,78.7
140.00,0.213,12.59%,78.7
150.00,0.234,12.54%,78.7
160.00,0.265,12.54%,78.7
170.00,0.230,12.60%,78.7
180.00,0.191,12.54%,78.7
190.00,0.249,12.54%,78.7
200.00,0.227,12.54%,78.7
210.00,0.257,30.14%,62.9
220.00,0.234,12.54%,78.7
230.00,0.236,12.54%,78.7
240.00,0.220,12.60%,78.7
250.00,0.152,12.54%,78.7
260.00,0.264,12.54%,78.7
270.00,0.233,12.54%,78.7
280.00,0.217,12.60%,78.7
290.00,0.250,12.54%,78.7
300.00,0.204,12.46%,78.6
