Second,Jitter,Loss,Bitrate
0.00,0.475,67.21%,26.1
10.00,0.501,67.20%,26.2
20.00,0.487,67.20%,26.2
30.00,0.473,67.21%,26.2
40.00,0.467,67.22%,26.2
50.00,0.483,67.20%,26.2
60.00,0.452,67.20%,26.2
70.00,0.445,67.22%,26.2
80.00,0.491,67.20%,26.2
90.00,0.459,67.20%,26.2
100.00,0.477,67.20%,26.2
110.00,0.457,67.21%,26.2
120.00,0.495,67.20%,26.2
130.00,0.464,67.20%,26.2
140.00,0.472,67.36%,26.1
150.00,0.504,67.20%,26.2
160.00,0.526,67.27%,26.2
170.00,0.487,67.20%,26.2
180.00,0.437,67.20%,26.2
190.00,0.496,67.20%,26.2
200.00,0.468,67.20%,26.2
210.00,0.473,67.20%,26.2
220.00,0.469,67.21%,26.2
230.00,0.483,67.20%,26.2
240.00,0.481,67.20%,26.2
250.00,0.492,67.20%,26.2
260.00,0.454,67.20%,26.2
270.00,0.442,67.20%,26.2
280.00,0.461,67.21%,26.2
290.00,0.477,67.20%,26.2
300.00,0.480,67.29%,26.2
