Second,Jitter,Loss,Bitrate
0.00,0.140,0.00%,69.7
10.00,0.150,0.00%,70.0
20.00,0.235,0.00%,70.0
30.00,0.141,0.01%,70.0
40.00,0.204,0.00%,70.0
50.00,0.142,0.00%,70.0
60.00,0.220,0.05%,70.0
70.00,0.202,0.00%,70.0
80.00,0.147,0.00%,70.0
90.00,0.230,0.00%,70.0
100.00,0.114,0.01%,70.0
110.00,0.144,0.00%,70.0
120.00,0.198,0.00%,70.0
130.00,0.195,0.03%,70.0
140.00,0.154,0.00%,70.0
150.00,0.233,0.00%,70.0
160.00,0.312,0.00%,70.0
170.00,0.168,0.02%,70.0
180.00,0.138,0.00%,70.0
190.00,0.135,0.00%,70.0
200.00,25.056,4.85%,61.2
210.00,0.144,18.34%,61.8
220.00,0.184,0.00%,70.0
230.00,0.133,0.00%,70.0
240.00,0.190,0.06%,70.0
250.00,0.148,0.00%,70.0
260.00,0.182,0.00%,70.0
270.00,0.125,0.00%,70.0
280.00,0.173,0.01%,70.0
290.00,0.211,0.00%,70.0
300.00,0.172,0.00%,69.4
