Second,Jitter,Loss,Bitrate
0.00,0.295,0.00%,19.9
10.00,0.326,0.02%,20.0
20.00,0.404,0.00%,20.0
30.00,0.282,0.00%,20.0
40.00,0.322,0.00%,20.0
50.00,0.279,0.00%,20.0
60.00,0.325,0.00%,20.0
70.00,0.272,0.00%,20.0
80.00,0.289,0.03%,20.0
90.00,0.271,0.00%,20.0
100.00,0.293,0.00%,20.0
110.00,0.319,0.00%,20.0
120.00,0.288,0.01%,20.0
130.00,0.293,0.00%,20.0
140.00,0.315,0.00%,20.0
150.00,0.327,0.00%,20.0
160.00,0.373,0.02%,20.0
170.00,0.577,0.00%,20.0
180.00,0.316,0.00%,20.0
190.00,0.290,0.02%,20.0
200.00,0.315,0.00%,20.0
210.00,0.281,0.00%,20.0
220.00,0.293,0.00%,20.0
230.00,0.293,0.02%,20.0
240.00,0.361,0.00%,20.0
250.00,0.304,0.00%,20.0
260.00,0.318,0.03%,20.0
270.00,0.321,0.00%,20.0
280.00,0.361,0.00%,20.0
290.00,0.360,0.00%,20.0
300.00,0.348,0.00%,19.8
